survey_id,country,unique_id,facility_id,provider_id,asphyxia_action_30br_check,asphyxia_action_babywarm,asphyxia_action_call_help,asphyxia_action_heartrate,asphyxia_action_improved,asphyxia_action_maskuse,asphyxia_action_resusmask,asphyxia_action_stop_oxygen,asphyxia_action_sucker,asphyxia_diag_neo_asphyxia,asphyxia_diag_respdis,asphyxia_exam_apgar,asphyxia_exam_color,asphyxia_exam_hr,asphyxia_exam_muscle,asphyxia_exam_reflex,asphyxia_exam_resp,asphyxia_exam_score,diabetes_diag_diabetesii,diabetes_educate_adherence,diabetes_educate_diet,diabetes_educate_exercise,diabetes_educate_footcare,diabetes_exam_abdomen,diabetes_exam_bp,diabetes_exam_fundoscopy,diabetes_exam_height,diabetes_exam_lowerextrem,diabetes_exam_lungs,diabetes_exam_oral,diabetes_exam_pulse,diabetes_exam_rr,diabetes_exam_temp,diabetes_exam_upperextrem,diabetes_exam_weight,diabetes_history_appetite,diabetes_history_breath,diabetes_history_checkups,diabetes_history_convulse,diabetes_history_cough,diabetes_history_diabetes,diabetes_history_diarrhea,diabetes_history_dizzy,diabetes_history_exercise,diabetes_history_fever,diabetes_history_headache,diabetes_history_hypertens,diabetes_history_jointpain,diabetes_history_med,diabetes_history_numblimb,diabetes_history_smoke,diabetes_history_sunkeyes,diabetes_history_symp,diabetes_history_tbhiv,diabetes_history_thirst,diabetes_history_urine,diabetes_history_vomit,diabetes_refer_specialist,diabetes_test_bs,diabetes_test_fbs,diabetes_test_rbs,diabetes_test_urinalysis,diabetes_treat_hypoglycmcs,diabetes_treat_insulin,diarrhea_diag_acdiar_sevdehydrtn,diarrhea_educate_feeding2,diarrhea_educate_fluids,diarrhea_educate_handwash,diarrhea_educate_ors,diarrhea_educate_utensils,diarrhea_exam_ear_throat,diarrhea_exam_feet_swell,diarrhea_exam_gen_cond,diarrhea_exam_growthchart,diarrhea_exam_mouth,diarrhea_exam_offer_drink,diarrhea_exam_pallor,diarrhea_exam_rr,diarrhea_exam_skin_pinch,diarrhea_exam_spleen,diarrhea_exam_stiff_neck,diarrhea_exam_sunkeyes,diarrhea_exam_temp,diarrhea_exam_weight,diarrhea_exam_weightloss,diarrhea_history_blood,diarrhea_history_breastfed,diarrhea_history_consist,diarrhea_history_cough,diarrhea_history_cramps,diarrhea_history_deworm,diarrhea_history_duration,diarrhea_history_eating,diarrhea_history_fever,diarrhea_history_food,diarrhea_history_foodprep,diarrhea_history_freq,diarrhea_history_gen_cond,diarrhea_history_handwash,diarrhea_history_med,diarrhea_history_othersick,diarrhea_history_symp,diarrhea_history_tears,diarrhea_history_utensils,diarrhea_history_vomiting,diarrhea_test_ova,diarrhea_test_rbs,diarrhea_test_rotavirus,diarrhea_treat_antibiotics,diarrhea_treat_ivfluids,diarrhea_treat_vitamina,diarrhea_treat_zinc,has_vignette,malaria_diag_anemia,malaria_diag_malaria,malaria_diag_malaria_anemia,malaria_diag_sevmalaria,malaria_educate_adherence,malaria_educate_returnworse,malaria_exam_abdomen,malaria_exam_feet_swell,malaria_exam_gen_cond,malaria_exam_paleeyes,malaria_exam_pallor,malaria_exam_puffy_face,malaria_exam_pulse,malaria_exam_rr,malaria_exam_skin,malaria_exam_stiff_neck,malaria_exam_sunkeyes,malaria_exam_temp,malaria_exam_tongue,malaria_exam_weight,malaria_history_appetite,malaria_history_breath,malaria_history_convulse,malaria_history_cough,malaria_history_diarrhea,malaria_history_feverdur,malaria_history_fevertype,malaria_history_med,malaria_history_medamt,malaria_history_sevcough,malaria_history_shiver,malaria_history_sputum,malaria_history_sweat,malaria_history_vacc,malaria_history_vomit,malaria_test_bs,malaria_test_haemogram,malaria_test_rdt,malaria_treat_al_wdose,malaria_treat_artesunate_rec,malaria_treat_blood,malaria_treat_fluids,malaria_treat_paracetamol,malaria_treat_quinine_im,malaria_treat_quinine_iv,num_skipped,pneumonia_diag_pneumonia,pneumonia_educate_antibiotics,pneumonia_educate_feeding,pneumonia_educate_fluids,pneumonia_educate_returndanger,pneumonia_educate_returnworse,pneumonia_exam_auscultate,pneumonia_exam_ears,pneumonia_exam_lowerchest,pneumonia_exam_lymphs,pneumonia_exam_nasalflare,pneumonia_exam_rr,pneumonia_exam_temp,pneumonia_exam_throat,pneumonia_exam_wheezing,pneumonia_history_appetit,pneumonia_history_asthma,pneumonia_history_breath,pneumonia_history_chestpain,pneumonia_history_convulse,pneumonia_history_coughdur,pneumonia_history_fever,pneumonia_history_gen_cond,pneumonia_history_measles,pneumonia_history_med,pneumonia_history_nose,pneumonia_history_redeye,pneumonia_history_spblood,pneumonia_history_spcolor,pneumonia_history_sputum,pneumonia_history_swallows,pneumonia_history_symp,pneumonia_test_bs,pneumonia_test_chest_xray,pneumonia_test_haemogram,pneumonia_treat_amoxy_dose,pneumonia_treat_amoxycillin,pneumonia_treat_antipyretics,pneumonia_treat_outpatient,pneumonia_treat_paractml,pneumonia_treat_paractmol_dose,pneumonia_treat_xpen,pph_diag_pph,pph_exam_bp,pph_exam_genital,pph_exam_palpation,pph_exam_pulse,pph_exam_retained,pph_exam_rr,pph_exam_ruptured,pph_exam_tears,pph_exam_temp,pph_exam_weight,pph_history_abruption,pph_history_amniotic,pph_history_anc,pph_history_augmented,pph_history_blood_amt,pph_history_fibroids,pph_history_hypertension,pph_history_labordur,pph_history_multiple,pph_history_pads,pph_history_parity,pph_history_placenta,pph_history_pph,pph_history_praevia,pph_history_symp,pph_refer_facility,pph_test_bleeding,pph_test_bloodtype,pph_test_clotting,pph_test_coags,pph_test_hemoglobin,pph_treat_bloodtype,pph_treat_catheter,pph_treat_cause,pph_treat_iv,pph_treat_massage,pph_treat_misoprostol,pph_treat_oxytocin_wdose,pph_treat_prostaglandins,pph_treat_surgery,provider_cadre,skip_asphyxia,skip_diabetes,skip_diarrhea,skip_malaria,skip_pneumonia,skip_pph,skip_tb,tb_diag_chbronchitis,tb_diag_pneumonia,tb_diag_tuberculosis,tb_educate_adherence,tb_educate_contacts,tb_exam_auscultate,tb_exam_bp,tb_exam_height,tb_exam_movement,tb_exam_pulse,tb_exam_rr,tb_exam_temp,tb_exam_weight,tb_history_alcohol,tb_history_appetite,tb_history_breath,tb_history_chestpain,tb_history_cough_hh,tb_history_cough_others,tb_history_coughdur,tb_history_diet,tb_history_fever,tb_history_fevertype,tb_history_gen_cond,tb_history_hiv,tb_history_med,tb_history_night_sweats,tb_history_profession,tb_history_repeat,tb_history_sexbehavior,tb_history_smoke,tb_history_spblood,tb_history_sputum,tb_history_symp,tb_history_tb_hh,tb_history_weightloss,tb_refer_facility,tb_refer_tbclinic,tb_test_blood_sugar,tb_test_chest_xray,tb_test_esr_crp,tb_test_haemogramhb,tb_test_hiv,tb_test_sputum,tb_treat_amoxicillin,tb_treat_ctdurdose,tb_treat_xpen
Kenya-2012_13535_5,Kenya-2012,13535_5,13535,5,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,1,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,0,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Clinical Officer,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No
Kenya-2012_13540_2,Kenya-2012,13540_2,13540,2,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,1,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,0,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Clinical Officer,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
Kenya-2012_13540_3,Kenya-2012,13540_3,13540,3,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,1,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,0,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Clinical Officer,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No
Kenya-2012_13547_1,Kenya-2012,13547_1,13547,1,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,1,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,0,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Nurse,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No
Kenya-2012_13547_2,Kenya-2012,13547_2,13547,2,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,1,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,0,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Nurse,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
Kenya-2012_13547_3,Kenya-2012,13547_3,13547,3,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,1,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,0,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Nurse,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No
Kenya-2012_13562_1,Kenya-2012,13562_1,13562,1,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,1,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,0,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Nurse,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
Kenya-2012_13562_2,Kenya-2012,13562_2,13562,2,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,1,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,0,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Nurse,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No
Kenya-2012_13562_3,Kenya-2012,13562_3,13562,3,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,1,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,0,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Nurse,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No
Kenya-2012_13588_1,Kenya-2012,13588_1,13588,1,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,1,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,0,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Clinical Officer,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No
Kenya-2012_13588_8,Kenya-2012,13588_8,13588,8,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,1,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,0,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Clinical Officer,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
Kenya-2012_13588_13,Kenya-2012,13588_13,13588,13,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,1,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,0,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Clinical Officer,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No
Kenya-2012_13588_16,Kenya-2012,13588_16,13588,16,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,1,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,0,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Clinical Officer,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No
