survey_id,country,unique_id,facility_id,provider_id,absence_rate,absent_other1,absent_other2,absent_reason1,absent_reason2,has_absentee,has_roster,is_outpatient,num_med,num_nonmed,num_staff,provider_activity,provider_age1,provider_age2,provider_cadre1,provider_cadre2,provider_educ1,provider_educ2,provider_male1,provider_male2,provider_mededuc1,provider_mededuc2,provider_present1,provider_present2,salary_delay,year_started
Madagascar-2016_236_5,Madagascar-2016,236_5,236,5,0.33333334,,,Official mission,,1.0,1.0,No,6-10,5 or less,11-50,99.0,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,Yes,Yes,After 2000
Madagascar-2016_237_3,Madagascar-2016,237_3,237,3,0.6,FAV POLIO,,Other,,1.0,1.0,Yes,6-10,5 or less,6-10,99.0,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,Yes,No,After 2000
Madagascar-2016_237_4,Madagascar-2016,237_4,237,4,0.6,FAV POLIO,,Other,Authorized absence,1.0,1.0,Yes,6-10,5 or less,6-10,,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,
Madagascar-2016_237_2,Madagascar-2016,237_2,237,2,0.6,,,Authorized absence,Official mission,1.0,1.0,Yes,6-10,5 or less,6-10,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,No,No,,
Madagascar-2016_237_1,Madagascar-2016,237_1,237,1,0.6,,,,Authorized absence,1.0,1.0,Yes,6-10,5 or less,6-10,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,No,,
Madagascar-2016_237_6,Madagascar-2016,237_6,237,6,0.6,,,,,,1.0,No,6-10,5 or less,6-10,,45 or older,,Other,,Secondary,,Female,,None,,Yes,,,
Madagascar-2016_237_5,Madagascar-2016,237_5,237,5,0.6,FAV POLIO,,Other,,1.0,1.0,Yes,6-10,5 or less,6-10,With patient,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,No,Yes,No,After 2000
Madagascar-2016_238_3,Madagascar-2016,238_3,238,3,0.625,,,,Authorized absence,1.0,1.0,Yes,6-10,5 or less,11-50,,45 or older,45 or older,Nurse,Nurse,Secondary,Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_238_7,Madagascar-2016,238_7,238,7,0.625,,,,,1.0,1.0,No,6-10,5 or less,11-50,Paperwork,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_238_6,Madagascar-2016,238_6,238,6,0.625,,,,Authorized absence,1.0,1.0,No,6-10,5 or less,11-50,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_238_4,Madagascar-2016,238_4,238,4,0.625,,,,Authorized absence,1.0,1.0,No,6-10,5 or less,11-50,,45 or older,45 or older,Nurse,Nurse,Secondary,Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_238_5,Madagascar-2016,238_5,238,5,0.625,,,,Authorized absence,1.0,1.0,No,6-10,5 or less,11-50,,45 or older,45 or older,Nurse,Nurse,Secondary,Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_238_8,Madagascar-2016,238_8,238,8,0.625,,,,,1.0,1.0,No,6-10,5 or less,11-50,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_238_1,Madagascar-2016,238_1,238,1,0.625,,,,Collecting salary,1.0,1.0,Yes,6-10,5 or less,11-50,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Madagascar-2016_238_2,Madagascar-2016,238_2,238,2,0.625,,,,,1.0,1.0,Yes,6-10,5 or less,11-50,With patient,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_239_7,Madagascar-2016,239_7,239,7,0.44444445,,,,,1.0,1.0,Yes,6-10,5 or less,11-50,Paperwork,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_239_9,Madagascar-2016,239_9,239,9,0.44444445,,,,,1.0,1.0,No,6-10,5 or less,11-50,99.0,45 or older,45 or older,Other,Other,Post-Secondary,Post-Secondary,Female,Female,,,Yes,Yes,Yes,After 2000
Madagascar-2016_239_3,Madagascar-2016,239_3,239,3,0.44444445,,,Authorized absence,Authorized absence,1.0,1.0,No,6-10,5 or less,11-50,,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,
Madagascar-2016_239_6,Madagascar-2016,239_6,239,6,0.44444445,,,Official mission,"Training, seminar or meeting",1.0,1.0,Yes,6-10,5 or less,11-50,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,
Madagascar-2016_239_8,Madagascar-2016,239_8,239,8,0.44444445,,,,On-call,1.0,1.0,Yes,6-10,5 or less,11-50,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_239_2,Madagascar-2016,239_2,239,2,0.44444445,,,,,1.0,1.0,Yes,6-10,5 or less,11-50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_239_5,Madagascar-2016,239_5,239,5,0.44444445,,,Official mission,,1.0,1.0,Yes,6-10,5 or less,11-50,Discussion with colleagues or staff meeting,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,Yes,No,After 2000
Madagascar-2016_239_1,Madagascar-2016,239_1,239,1,0.44444445,,,,,1.0,1.0,Yes,6-10,5 or less,11-50,Discussion with colleagues or staff meeting,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_239_4,Madagascar-2016,239_4,239,4,0.44444445,,,,On-call,1.0,1.0,Yes,6-10,5 or less,11-50,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_24_1,Madagascar-2016,24_1,24,1,1.0,,,,"Training, seminar or meeting",1.0,1.0,Yes,5 or less,5 or less,5 or less,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_240_3,Madagascar-2016,240_3,240,3,0.33333334,,,,,1.0,1.0,No,6-10,5 or less,6-10,Paperwork,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_240_4,Madagascar-2016,240_4,240,4,0.33333334,,,,Authorized absence,1.0,1.0,No,6-10,5 or less,6-10,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_240_1,Madagascar-2016,240_1,240,1,0.33333334,,,,"Training, seminar or meeting",1.0,1.0,Yes,6-10,5 or less,6-10,,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Madagascar-2016_240_2,Madagascar-2016,240_2,240,2,0.33333334,,,,,1.0,1.0,Yes,6-10,5 or less,6-10,Discussion with colleagues or staff meeting,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_240_5,Madagascar-2016,240_5,240,5,0.33333334,,,,,1.0,1.0,No,6-10,5 or less,6-10,Discussion with colleagues or staff meeting,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_240_6,Madagascar-2016,240_6,240,6,0.33333334,,,,,1.0,1.0,No,6-10,5 or less,6-10,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_241_4,Madagascar-2016,241_4,241,4,0.2,,,,,1.0,1.0,No,5 or less,Over 5,11-50,Discussion with colleagues or staff meeting,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_241_2,Madagascar-2016,241_2,241,2,0.2,,,,,1.0,1.0,Yes,5 or less,Over 5,11-50,With patient,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_241_5,Madagascar-2016,241_5,241,5,0.2,,,,,1.0,1.0,No,5 or less,Over 5,11-50,Discussion with colleagues or staff meeting,45 or older,45 or older,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,In the 1990s
Madagascar-2016_241_1,Madagascar-2016,241_1,241,1,0.2,,,,Authorized absence,1.0,1.0,Yes,5 or less,Over 5,11-50,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,No,,
Madagascar-2016_241_3,Madagascar-2016,241_3,241,3,0.2,,,,,1.0,1.0,No,5 or less,Over 5,11-50,Discussion with colleagues or staff meeting,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_242_2,Madagascar-2016,242_2,242,2,0.8,,,Official mission,Authorized absence,1.0,1.0,Yes,6-10,5 or less,11-50,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,No,No,,
Madagascar-2016_242_3,Madagascar-2016,242_3,242,3,0.8,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1.0,No,6-10,5 or less,11-50,,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,No,No,,
Madagascar-2016_242_1,Madagascar-2016,242_1,242,1,0.8,,,,"Training, seminar or meeting",1.0,1.0,Yes,6-10,5 or less,11-50,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Madagascar-2016_242_7,Madagascar-2016,242_7,242,7,0.8,,,On-call,Unauthorized absence,1.0,1.0,No,6-10,5 or less,11-50,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,
Madagascar-2016_242_10,Madagascar-2016,242_10,242,10,0.8,,,,,1.0,1.0,No,6-10,5 or less,11-50,With patient,35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,None,None,Yes,Yes,No,After 2000
Madagascar-2016_242_9,Madagascar-2016,242_9,242,9,0.8,,,On-call,Authorized absence,1.0,1.0,No,6-10,5 or less,11-50,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,No,No,,
Madagascar-2016_242_8,Madagascar-2016,242_8,242,8,0.8,,,,Sick or on maternity leave,1.0,1.0,No,6-10,5 or less,11-50,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,No,,
Madagascar-2016_242_5,Madagascar-2016,242_5,242,5,0.8,NIRAHIN'NY MEDECIN CHEF,,Other,,1.0,1.0,No,6-10,5 or less,11-50,With patient,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,Yes,No,After 2000
Madagascar-2016_242_6,Madagascar-2016,242_6,242,6,0.8,,,,"Training, seminar or meeting",1.0,1.0,No,6-10,5 or less,11-50,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_242_4,Madagascar-2016,242_4,242,4,0.8,,,,Authorized absence,1.0,1.0,No,6-10,5 or less,11-50,,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_243_2,Madagascar-2016,243_2,243,2,0.5,,,,Official mission,1.0,1.0,Yes,5 or less,5 or less,5 or less,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_243_1,Madagascar-2016,243_1,243,1,0.5,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_244_5,Madagascar-2016,244_5,244,5,0.6,,,Internship,,1.0,1.0,No,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,No,Yes,No,After 2000
Madagascar-2016_244_3,Madagascar-2016,244_3,244,3,0.6,,,Sick or on maternity leave,Internship,1.0,1.0,Yes,5 or less,5 or less,5 or less,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,No,No,,
Madagascar-2016_244_4,Madagascar-2016,244_4,244,4,0.6,,,Internship,Internship,1.0,1.0,No,5 or less,5 or less,5 or less,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,No,No,,
Madagascar-2016_244_2,Madagascar-2016,244_2,244,2,0.6,,,,On-call,1.0,1.0,Yes,5 or less,5 or less,5 or less,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,No,,
Madagascar-2016_244_1,Madagascar-2016,244_1,244,1,0.6,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,Yes,After 2000
Madagascar-2016_245_8,Madagascar-2016,245_8,245,8,0.6,,,Internship,Internship,1.0,1.0,No,6-10,5 or less,11-50,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,No,No,,
Madagascar-2016_245_6,Madagascar-2016,245_6,245,6,0.6,,,,,1.0,1.0,No,6-10,5 or less,11-50,With patient,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,Yes,After 2000
Madagascar-2016_245_9,Madagascar-2016,245_9,245,9,0.6,,,,,1.0,1.0,No,6-10,5 or less,11-50,Discussion with colleagues or staff meeting,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_245_7,Madagascar-2016,245_7,245,7,0.6,,,Internship,Internship,1.0,1.0,No,6-10,5 or less,11-50,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,No,No,,
Madagascar-2016_245_2,Madagascar-2016,245_2,245,2,0.6,,,,Authorized absence,1.0,1.0,No,6-10,5 or less,11-50,,25-34,25-34,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,No,,
Madagascar-2016_245_3,Madagascar-2016,245_3,245,3,0.6,,,,On-call,1.0,1.0,No,6-10,5 or less,11-50,,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,No,,
Madagascar-2016_245_1,Madagascar-2016,245_1,245,1,0.6,,,,Authorized absence,1.0,1.0,Yes,6-10,5 or less,11-50,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,No,,
Madagascar-2016_245_5,Madagascar-2016,245_5,245,5,0.6,,,,,1.0,1.0,No,6-10,5 or less,11-50,Discussion with colleagues or staff meeting,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_245_4,Madagascar-2016,245_4,245,4,0.6,,,,,1.0,1.0,No,6-10,5 or less,11-50,With patient,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_245_10,Madagascar-2016,245_10,245,10,0.6,,,Internship,Internship,1.0,1.0,No,6-10,5 or less,11-50,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,No,No,,
Madagascar-2016_246_1,Madagascar-2016,246_1,246,1,0.2,,,,,1.0,1.0,Yes,5 or less,5 or less,6-10,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_246_5,Madagascar-2016,246_5,246,5,0.2,,,,,1.0,1.0,No,5 or less,5 or less,6-10,99.0,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_246_2,Madagascar-2016,246_2,246,2,0.2,,,On-call,,1.0,1.0,Yes,5 or less,5 or less,6-10,Discussion with colleagues or staff meeting,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,No,Yes,No,After 2000
Madagascar-2016_246_4,Madagascar-2016,246_4,246,4,0.2,,,,,1.0,1.0,No,5 or less,5 or less,6-10,Discussion with colleagues or staff meeting,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_246_3,Madagascar-2016,246_3,246,3,0.2,,ATAO VELOMA ANIO DIA TSY EO,,Other,1.0,1.0,No,5 or less,5 or less,6-10,,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_247_1,Madagascar-2016,247_1,247,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Doctor,Doctor,,,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_248_1,Madagascar-2016,248_1,248,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_249_14,Madagascar-2016,249_14,249,14,0.1,,,,,1.0,1.0,No,11-50,Over 5,11-50,99.0,35-44,35-44,Other,Other,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_249_13,Madagascar-2016,249_13,249,13,0.1,,,,,1.0,1.0,No,11-50,Over 5,11-50,99.0,35-44,35-44,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,In the 1990s
Madagascar-2016_249_5,Madagascar-2016,249_5,249,5,0.1,,,,,1.0,1.0,No,11-50,Over 5,11-50,99.0,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,Before 1990
Madagascar-2016_249_10,Madagascar-2016,249_10,249,10,0.1,,,,,,1.0,No,11-50,Over 5,11-50,,35-44,,Other,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_249_6,Madagascar-2016,249_6,249,6,0.1,,,,On-call,1.0,1.0,No,11-50,Over 5,11-50,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_249_7,Madagascar-2016,249_7,249,7,0.1,,,,,1.0,1.0,No,11-50,Over 5,11-50,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,In the 1990s
Madagascar-2016_249_1,Madagascar-2016,249_1,249,1,0.1,,,,,1.0,1.0,Yes,11-50,Over 5,11-50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,Yes,In the 1990s
Madagascar-2016_249_2,Madagascar-2016,249_2,249,2,0.1,,,Sick or on maternity leave,,,1.0,Yes,11-50,Over 5,11-50,,45 or older,,Doctor,,Post-Secondary,,Female,,Advanced,,No,,,
Madagascar-2016_249_11,Madagascar-2016,249_11,249,11,0.1,,,,,1.0,1.0,No,11-50,Over 5,11-50,"Laboratory, investigations, or x-ray",25-34,25-34,Other,Other,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_249_8,Madagascar-2016,249_8,249,8,0.1,,,,,,1.0,No,11-50,Over 5,11-50,,35-44,,Other,,Post-Secondary,,Male,,Diploma,,Yes,,,
Madagascar-2016_249_3,Madagascar-2016,249_3,249,3,0.1,,,,,1.0,1.0,No,11-50,Over 5,11-50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,Yes,In the 1990s
Madagascar-2016_249_4,Madagascar-2016,249_4,249,4,0.1,,,,,,1.0,No,11-50,Over 5,11-50,,25-34,,Doctor,,Post-Secondary,,Female,,Advanced,,Yes,,,
Madagascar-2016_249_12,Madagascar-2016,249_12,249,12,0.1,,,,,1.0,1.0,No,11-50,Over 5,11-50,99.0,45 or older,45 or older,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_249_15,Madagascar-2016,249_15,249,15,0.1,,,,,,1.0,No,11-50,Over 5,11-50,,45 or older,,Other,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_249_9,Madagascar-2016,249_9,249,9,0.1,,,,,1.0,1.0,No,11-50,Over 5,11-50,"Laboratory, investigations, or x-ray",45 or older,45 or older,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,In the 1990s
Madagascar-2016_25_1,Madagascar-2016,25_1,25,1,1.0,,,,Authorized absence,1.0,1.0,Yes,5 or less,5 or less,5 or less,,Younger than 25,Younger than 25,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_250_6,Madagascar-2016,250_6,250,6,0.22222222,,,,,1.0,1.0,No,6-10,Over 5,11-50,Discussion with colleagues or staff meeting,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,Before 1990
Madagascar-2016_250_5,Madagascar-2016,250_5,250,5,0.22222222,,,,,1.0,1.0,No,6-10,Over 5,11-50,Discussion with colleagues or staff meeting,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,Before 1990
Madagascar-2016_250_1,Madagascar-2016,250_1,250,1,0.22222222,,,,,1.0,1.0,Yes,6-10,Over 5,11-50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,In the 1990s
Madagascar-2016_250_4,Madagascar-2016,250_4,250,4,0.22222222,,,,,1.0,1.0,No,6-10,Over 5,11-50,Paperwork,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,In the 1990s
Madagascar-2016_250_9,Madagascar-2016,250_9,250,9,0.22222222,,,,Authorized absence,1.0,1.0,No,6-10,Over 5,11-50,,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,No,,
Madagascar-2016_250_3,Madagascar-2016,250_3,250,3,0.22222222,,,,,1.0,1.0,Yes,6-10,Over 5,11-50,Discussion with colleagues or staff meeting,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,Before 1990
Madagascar-2016_250_8,Madagascar-2016,250_8,250,8,0.22222222,,,Sick or on maternity leave,Authorized absence,1.0,1.0,No,6-10,Over 5,11-50,,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,No,No,,
Madagascar-2016_250_2,Madagascar-2016,250_2,250,2,0.22222222,,,,,1.0,1.0,Yes,6-10,Over 5,11-50,Discussion with colleagues or staff meeting,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_250_7,Madagascar-2016,250_7,250,7,0.22222222,,,,,1.0,1.0,No,6-10,Over 5,11-50,With patient,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,In the 1990s
Madagascar-2016_251_2,Madagascar-2016,251_2,251,2,0.25,,,,,1.0,1.0,No,5 or less,5 or less,6-10,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_251_1,Madagascar-2016,251_1,251,1,0.25,,,,Official mission,1.0,1.0,No,5 or less,5 or less,6-10,,45 or older,45 or older,Other,Other,Post-Secondary,Post-Secondary,Female,Female,None,None,Yes,No,,
Madagascar-2016_251_4,Madagascar-2016,251_4,251,4,0.25,,,,,1.0,1.0,No,5 or less,5 or less,6-10,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_251_3,Madagascar-2016,251_3,251,3,0.25,,,,,1.0,1.0,Yes,5 or less,5 or less,6-10,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_252_2,Madagascar-2016,252_2,252,2,0.5,,,,"Training, seminar or meeting",1.0,1.0,Yes,5 or less,Over 5,6-10,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_252_1,Madagascar-2016,252_1,252,1,0.5,,,,,1.0,1.0,Yes,5 or less,Over 5,6-10,Paperwork,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_253_1,Madagascar-2016,253_1,253,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
