survey_id,country,unique_id,facility_id,provider_id,abs_wt,absence_rate,absence_rate2,absent_other1,absent_other3,absent_reason1,absent_reason3,has_absentee,has_absentee2,has_roster,is_outpatient,num_staff,provider_age1,provider_age2,provider_cadre1,provider_cadre2,provider_educ2,provider_male1,provider_present1,provider_present2,provider_present3,salary_delaylen,salary_delaylen2,salary_got,salary_got2,year_started
Senegal-2010_72_4,Senegal-2010,72_4,72,4,21.379938,0.4,0.4,,,Not his/her shift,Unauthorized absence,1.0,1.0,1,No,5 or less,35-44,35-44,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_72_2,Senegal-2010,72_2,72,2,21.379938,0.4,0.4,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1.0,1,No,5 or less,35-44,35-44,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_72_3,Senegal-2010,72_3,72,3,21.379938,0.4,0.4,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_72_1,Senegal-2010,72_1,72,1,21.379938,0.4,0.4,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_72_0,Senegal-2010,72_0,72,0,21.379938,0.4,0.4,,,,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_73_3,Senegal-2010,73_3,73,3,135.19853,0.25,0.25,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_73_0,Senegal-2010,73_0,73,0,135.19853,0.25,0.25,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_73_2,Senegal-2010,73_2,73,2,135.19853,0.25,0.25,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_73_1,Senegal-2010,73_1,73,1,135.19853,0.25,0.25,,,Authorized absence,Authorized absence,1.0,1.0,1,No,5 or less,,,Other,Other,,Male,No,No,No,,,,,
Senegal-2010_74_2,Senegal-2010,74_2,74,2,30.997728,0.42857143,0.42857143,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,Ne sait pas,Ne sait pas,Yes,Yes,Before 1990
Senegal-2010_74_5,Senegal-2010,74_5,74,5,30.997728,0.42857143,0.42857143,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_74_3,Senegal-2010,74_3,74,3,30.997728,0.42857143,0.42857143,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,Ne sait pas,Yes,Yes,Before 1990
Senegal-2010_74_0,Senegal-2010,74_0,74,0,30.997728,0.42857143,0.42857143,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_74_6,Senegal-2010,74_6,74,6,30.997728,0.42857143,0.42857143,,,Authorized absence,Authorized absence,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,,Male,No,No,No,,,,,
Senegal-2010_74_1,Senegal-2010,74_1,74,1,30.997728,0.42857143,0.42857143,,,Not his/her shift,Authorized absence,1.0,1.0,1,Yes,6-10,25-34,25-34,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_74_4,Senegal-2010,74_4,74,4,30.997728,0.42857143,0.42857143,,,Authorized absence,Authorized absence,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,,Female,No,No,No,0.0,Ne sait pas,Yes,Yes,
Senegal-2010_75_1,Senegal-2010,75_1,75,1,27.102795,0.0,0.6,,,,Unauthorized absence,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_75_2,Senegal-2010,75_2,75,2,27.102795,0.0,0.6,,,,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_75_4,Senegal-2010,75_4,75,4,27.102795,0.0,0.6,,,,Unauthorized absence,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_75_0,Senegal-2010,75_0,75,0,27.102795,0.0,0.6,,,,Collecting salary,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,No,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_75_3,Senegal-2010,75_3,75,3,27.102795,0.0,0.6,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_76_13,Senegal-2010,76_13,76,13,,0.09090909,0.27272728,,,,,,,1,No,11-50,45 or older,,Nurse,,,Female,Yes,,,,,,,
Senegal-2010_76_9,Senegal-2010,76_9,76,9,65.89306,0.09090909,0.27272728,,,,,1.0,1.0,1,No,11-50,35-44,35-44,Other,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_76_14,Senegal-2010,76_14,76,14,,0.09090909,0.27272728,,,Not his/her shift,,,,1,No,11-50,45 or older,,Nurse,,,Female,No,,,,,,,
Senegal-2010_76_10,Senegal-2010,76_10,76,10,65.89306,0.09090909,0.27272728,,,,Unauthorized absence,1.0,1.0,1,Yes,11-50,35-44,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_76_12,Senegal-2010,76_12,76,12,,0.09090909,0.27272728,,,,,,,1,No,11-50,35-44,,Nurse,,,Female,Yes,,,,,,,
Senegal-2010_76_11,Senegal-2010,76_11,76,11,,0.09090909,0.27272728,,,,,,,1,No,11-50,45 or older,,Nurse,,,Female,Yes,,,,,,,
Senegal-2010_76_2,Senegal-2010,76_2,76,2,65.89306,0.09090909,0.27272728,,,,,1.0,1.0,1,Yes,11-50,25-34,25-34,Nurse,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_76_1,Senegal-2010,76_1,76,1,65.89306,0.09090909,0.27272728,,,Authorized absence,Authorized absence,1.0,1.0,1,Yes,11-50,45 or older,35-44,Nurse,Other,Post-Secondary,Female,No,Yes,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_76_7,Senegal-2010,76_7,76,7,65.89306,0.09090909,0.27272728,,,,,1.0,1.0,1,Yes,11-50,35-44,25-34,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_76_0,Senegal-2010,76_0,76,0,65.89306,0.09090909,0.27272728,,,,Authorized absence,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_76_5,Senegal-2010,76_5,76,5,65.89306,0.09090909,0.27272728,,,,,1.0,1.0,1,No,11-50,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_76_6,Senegal-2010,76_6,76,6,65.89306,0.09090909,0.27272728,,,,,1.0,1.0,1,No,11-50,25-34,45 or older,Other,Nurse,Post-Secondary,Female,Yes,No,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_76_3,Senegal-2010,76_3,76,3,65.89306,0.09090909,0.27272728,,,Not his/her shift,,1.0,1.0,1,Yes,11-50,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,No,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_76_8,Senegal-2010,76_8,76,8,65.89306,0.09090909,0.27272728,,,,,1.0,1.0,1,No,11-50,25-34,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_76_4,Senegal-2010,76_4,76,4,65.89306,0.09090909,0.27272728,,,,,1.0,1.0,1,No,11-50,45 or older,35-44,Other,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_76_15,Senegal-2010,76_15,76,15,,0.09090909,0.27272728,,,,,,,1,No,11-50,45 or older,,Other,,,Female,Yes,,,,,,,
Senegal-2010_77_5,Senegal-2010,77_5,77,5,29.205452,0.14285715,0.0,,,,,1.0,1.0,1,Yes,6-10,35-44,35-44,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_77_4,Senegal-2010,77_4,77,4,29.205452,0.14285715,0.0,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_77_1,Senegal-2010,77_1,77,1,29.205452,0.14285715,0.0,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_77_0,Senegal-2010,77_0,77,0,29.205452,0.14285715,0.0,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_77_6,Senegal-2010,77_6,77,6,29.205452,0.14285715,0.0,,,Sick or on maternity leave,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Female,No,No,Yes,,,,,In the 1990s
Senegal-2010_77_3,Senegal-2010,77_3,77,3,29.205452,0.14285715,0.0,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_77_2,Senegal-2010,77_2,77,2,29.205452,0.14285715,0.0,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_78_1,Senegal-2010,78_1,78,1,46.615414,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_78_0,Senegal-2010,78_0,78,0,46.615414,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,60.0,Ne sait pas,No,No,After 2000
Senegal-2010_78_2,Senegal-2010,78_2,78,2,46.615414,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_79_1,Senegal-2010,79_1,79,1,50.06649,0.45454547,0.27272728,,,Authorized absence,,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,No,No,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_79_0,Senegal-2010,79_0,79,0,50.06649,0.45454547,0.27272728,,,,,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_79_10,Senegal-2010,79_10,79,10,50.06649,0.45454547,0.27272728,,,Not his/her shift,,1.0,1.0,1,No,11-50,45 or older,45 or older,Nurse,Nurse,Secondary,Female,No,No,Yes,0.0,10.0,Yes,Yes,Before 1990
Senegal-2010_79_2,Senegal-2010,79_2,79,2,50.06649,0.45454547,0.27272728,,,,,1.0,1.0,1,Yes,11-50,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_79_6,Senegal-2010,79_6,79,6,50.06649,0.45454547,0.27272728,,,,,1.0,1.0,1,No,11-50,45 or older,45 or older,Other,Other,Primary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_79_7,Senegal-2010,79_7,79,7,50.06649,0.45454547,0.27272728,,,,,1.0,1.0,1,No,11-50,35-44,35-44,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_79_8,Senegal-2010,79_8,79,8,50.06649,0.45454547,0.27272728,,,,,1.0,1.0,1,Yes,11-50,35-44,35-44,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_79_9,Senegal-2010,79_9,79,9,50.06649,0.45454547,0.27272728,,,Not his/her shift,Not his/her shift,1.0,1.0,1,No,11-50,35-44,35-44,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_79_4,Senegal-2010,79_4,79,4,50.06649,0.45454547,0.27272728,,,Not his/her shift,Not his/her shift,1.0,1.0,1,Yes,11-50,25-34,25-34,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_79_11,Senegal-2010,79_11,79,11,,0.45454547,0.27272728,,,,,,,1,Yes,11-50,35-44,,Other,,,Female,Yes,,,,,,,
Senegal-2010_79_5,Senegal-2010,79_5,79,5,50.06649,0.45454547,0.27272728,,,,,1.0,1.0,1,No,11-50,45 or older,45 or older,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_79_3,Senegal-2010,79_3,79,3,50.06649,0.45454547,0.27272728,,,Not his/her shift,Not his/her shift,1.0,1.0,1,Yes,11-50,25-34,25-34,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_8_0,Senegal-2010,8_0,8,0,29.367146,1.0,0.0,,,Authorized absence,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Primary,Female,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_80_3,Senegal-2010,80_3,80,3,21.682236,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_80_2,Senegal-2010,80_2,80,2,21.682236,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_80_1,Senegal-2010,80_1,80,1,21.682236,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_80_0,Senegal-2010,80_0,80,0,21.682236,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_81_5,Senegal-2010,81_5,81,5,36.781506,0.0,0.2,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_81_8,Senegal-2010,81_8,81,8,36.781506,0.0,0.2,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,3.0,0.0,Yes,Yes,After 2000
Senegal-2010_81_0,Senegal-2010,81_0,81,0,36.781506,0.0,0.2,,,,Unauthorized absence,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_81_2,Senegal-2010,81_2,81,2,36.781506,0.0,0.2,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_81_9,Senegal-2010,81_9,81,9,36.781506,0.0,0.2,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_81_6,Senegal-2010,81_6,81,6,36.781506,0.0,0.2,,,,,1.0,1.0,1,No,6-10,35-44,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_81_7,Senegal-2010,81_7,81,7,36.781506,0.0,0.2,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_81_1,Senegal-2010,81_1,81,1,36.781506,0.0,0.2,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_81_3,Senegal-2010,81_3,81,3,36.781506,0.0,0.2,,,,Authorized absence,1.0,1.0,1,No,6-10,45 or older,35-44,Other,Other,Post-Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_81_4,Senegal-2010,81_4,81,4,36.781506,0.0,0.2,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_82_2,Senegal-2010,82_2,82,2,71.87936,0.14285715,0.14285715,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_82_4,Senegal-2010,82_4,82,4,71.87936,0.14285715,0.14285715,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_82_0,Senegal-2010,82_0,82,0,71.87936,0.14285715,0.14285715,,,,,1.0,1.0,1,Yes,6-10,35-44,35-44,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_82_3,Senegal-2010,82_3,82,3,71.87936,0.14285715,0.14285715,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_82_1,Senegal-2010,82_1,82,1,71.87936,0.14285715,0.14285715,,,,,1.0,1.0,1,Yes,6-10,35-44,35-44,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_82_6,Senegal-2010,82_6,82,6,71.87936,0.14285715,0.14285715,,,Unauthorized absence,Unauthorized absence,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_82_5,Senegal-2010,82_5,82,5,71.87936,0.14285715,0.14285715,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,8.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_83_4,Senegal-2010,83_4,83,4,99.91867,0.27272728,0.45454547,,,Not his/her shift,Not his/her shift,1.0,1.0,1,No,11-50,45 or older,45 or older,Nurse,Nurse,Secondary,Female,No,No,No,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_83_5,Senegal-2010,83_5,83,5,99.91867,0.27272728,0.45454547,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1.0,1,No,11-50,35-44,35-44,Other,Other,Secondary,Female,No,No,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_83_10,Senegal-2010,83_10,83,10,99.91867,0.27272728,0.45454547,,,,,1.0,1.0,1,No,11-50,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_83_7,Senegal-2010,83_7,83,7,99.91867,0.27272728,0.45454547,,,,Not his/her shift,1.0,1.0,1,No,11-50,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_83_9,Senegal-2010,83_9,83,9,99.91867,0.27272728,0.45454547,,,,,1.0,1.0,1,No,11-50,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_83_1,Senegal-2010,83_1,83,1,99.91867,0.27272728,0.45454547,,,,,1.0,1.0,1,Yes,11-50,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_83_2,Senegal-2010,83_2,83,2,99.91867,0.27272728,0.45454547,,,,,1.0,1.0,1,No,11-50,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_83_0,Senegal-2010,83_0,83,0,99.91867,0.27272728,0.45454547,,,,,1.0,1.0,1,Yes,11-50,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_83_3,Senegal-2010,83_3,83,3,99.91867,0.27272728,0.45454547,,,Not his/her shift,Authorized absence,1.0,1.0,1,No,11-50,45 or older,45 or older,Nurse,Nurse,Secondary,Female,No,No,No,0.0,0.0,Yes,Yes,
Senegal-2010_83_8,Senegal-2010,83_8,83,8,99.91867,0.27272728,0.45454547,,,Sick or on maternity leave,,1.0,1.0,1,No,11-50,25-34,25-34,Other,Other,Secondary,Female,No,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_83_6,Senegal-2010,83_6,83,6,99.91867,0.27272728,0.45454547,,,,Not his/her shift,1.0,1.0,1,No,11-50,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_84_6,Senegal-2010,84_6,84,6,50.009926,0.14285715,0.71428573,,,,Authorized absence,1.0,1.0,1,No,6-10,Younger than 25,Younger than 25,Nurse,Nurse,Secondary,Female,Yes,Yes,No,10.0,0.0,Yes,Yes,After 2000
Senegal-2010_84_0,Senegal-2010,84_0,84,0,50.009926,0.14285715,0.71428573,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,Ne sait pas,Ne sait pas,Yes,Yes,After 2000
Senegal-2010_84_4,Senegal-2010,84_4,84,4,50.009926,0.14285715,0.71428573,,,,Authorized absence,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,No,10.0,0.0,Yes,Yes,Before 1990
Senegal-2010_84_3,Senegal-2010,84_3,84,3,50.009926,0.14285715,0.71428573,,,Authorized absence,Authorized absence,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Male,No,No,No,5.0,0.0,Yes,Yes,After 2000
Senegal-2010_84_1,Senegal-2010,84_1,84,1,50.009926,0.14285715,0.71428573,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_84_5,Senegal-2010,84_5,84,5,50.009926,0.14285715,0.71428573,,,,Not his/her shift,1.0,1.0,1,No,6-10,35-44,35-44,Nurse,Nurse,Secondary,Female,Yes,Yes,No,5.0,5.0,Yes,Yes,After 2000
Senegal-2010_84_2,Senegal-2010,84_2,84,2,50.009926,0.14285715,0.71428573,,,,Authorized absence,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,No,10.0,0.0,Yes,Yes,After 2000
Senegal-2010_85_0,Senegal-2010,85_0,85,0,296.02823,0.3,0.2,,,,,1.0,1.0,1,Yes,6-10,35-44,35-44,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_85_7,Senegal-2010,85_7,85,7,296.02823,0.3,0.2,,,Not his/her shift,,1.0,1.0,1,No,6-10,25-34,25-34,Nurse,Nurse,Secondary,Female,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_85_3,Senegal-2010,85_3,85,3,296.02823,0.3,0.2,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,4.0,7.0,Yes,Yes,After 2000
Senegal-2010_85_1,Senegal-2010,85_1,85,1,296.02823,0.3,0.2,,,,,1.0,1.0,1,Yes,6-10,35-44,35-44,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_85_5,Senegal-2010,85_5,85,5,296.02823,0.3,0.2,,,Not his/her shift,Not his/her shift,1.0,1.0,1,No,6-10,25-34,25-34,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_85_4,Senegal-2010,85_4,85,4,296.02823,0.3,0.2,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,,Female,No,No,No,,,,,
Senegal-2010_85_9,Senegal-2010,85_9,85,9,296.02823,0.3,0.2,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_85_8,Senegal-2010,85_8,85,8,296.02823,0.3,0.2,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_85_6,Senegal-2010,85_6,85,6,296.02823,0.3,0.2,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_85_2,Senegal-2010,85_2,85,2,296.02823,0.3,0.2,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_86_2,Senegal-2010,86_2,86,2,12.827963,0.0,0.6666667,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,30.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_86_1,Senegal-2010,86_1,86,1,12.827963,0.0,0.6666667,,,,Unauthorized absence,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,No,3.0,0.0,Yes,Yes,After 2000
Senegal-2010_86_0,Senegal-2010,86_0,86,0,12.827963,0.0,0.6666667,,,,Authorized absence,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_87_3,Senegal-2010,87_3,87,3,49.419792,0.36363637,0.27272728,,,,Authorized absence,1.0,1.0,1,No,11-50,25-34,,Nurse,Nurse,,Female,Yes,No,No,0.0,0.0,Yes,Yes,
