unique_id,fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2sbq0,m2sbq2,m2sbq4,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,has_roster,has_absentee,country,absence_rate
11005_11,11005,11,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,35-44,Yes,0,"On call (pre on call, post on call)",No,,11.0,2.0,Doctor,Post-Secondary,,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.36363637
11005_47,11005,47,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_22,11005,22,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_39,11005,39,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_36,11005,36,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,Male,35-44,0,0,Authorised absence (permision/leave),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_42,11005,42,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_9,11005,9,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,Younger than 25,Yes,0,Sickness/maternity,No,,11.0,31.0,Clinical Officer,,Diploma,After 2000,0.0,25-34,0.0,Sickness/maternity,,,1,1.0,Mozambique-2014,0.36363637
11005_15,11005,15,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,Younger than 25,Yes,0,Intership,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_38,11005,38,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,Younger than 25,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_24,11005,24,Over 50,Over 50,Over 5,Nurse,,Diploma,0,35-44,Yes,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_12,11005,12,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,45 or older,Yes,0,Authorised absence (permision/leave),Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_27,11005,27,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_41,11005,41,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_10,11005,10,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,0,"On call (pre on call, post on call)",No,,11.0,37.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,A preencher formulário de visita ou folha de honorários,Yes,1,1.0,Mozambique-2014,0.36363637
11005_44,11005,44,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_43,11005,43,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_20,11005,20,Over 50,Over 50,Over 5,Nurse,,Diploma,0,45 or older,Yes,0,Intership,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_30,11005,30,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_34,11005,34,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,Male,25-34,0,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_6,11005,6,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,11.0,12.0,Nurse,Secondary,Diploma,Before 1990,0.0,45 or older,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.36363637
11005_49,11005,49,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_25,11005,25,Over 50,Over 50,Over 5,Nurse,,Diploma,0,25-34,Yes,0,Training/seminar/meeting,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_46,11005,46,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,0,Younger than 25,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_45,11005,45,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_32,11005,32,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,Younger than 25,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_18,11005,18,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,35-44,Yes,0,Training/seminar/meeting,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_2,11005,2,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,Male,25-34,Yes,Yes,,No,Yes,11.0,33.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,À espera que o paciente se dispa,Yes,1,1.0,Mozambique-2014,0.36363637
11005_8,11005,8,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,0,Sickness/maternity,Yes,,11.0,39.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,A preencher formulário de visita ou folha de honorários,Yes,1,1.0,Mozambique-2014,0.36363637
11005_4,11005,4,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,35-44,0,Yes,,Yes,,11.0,8.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,0.0,Training/seminar/meeting,,,1,1.0,Mozambique-2014,0.36363637
11005_16,11005,16,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,Younger than 25,Yes,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_33,11005,33,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_40,11005,40,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_37,11005,37,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_26,11005,26,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,Younger than 25,Yes,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_21,11005,21,Over 50,Over 50,Over 5,Nurse,,Diploma,0,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_19,11005,19,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_7,11005,7,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,0,Training/seminar/meeting,No,,11.0,38.0,Clinical Officer,Secondary,Diploma,After 2000,Male,Younger than 25,Yes,,A preencher formulário de visita ou folha de honorários,Yes,1,1.0,Mozambique-2014,0.36363637
11005_17,11005,17,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,Younger than 25,Yes,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_50,11005,50,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_13,11005,13,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,35-44,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_48,11005,48,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_35,11005,35,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_3,11005,3,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,0,25-34,Yes,0,Official mission,No,,11.0,25.0,Nurse,,Diploma,After 2000,0.0,25-34,0.0,Training/seminar/meeting,,,1,1.0,Mozambique-2014,0.36363637
11005_23,11005,23,Over 50,Over 50,Over 5,Nurse,,Diploma,0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_1,11005,1,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,0,25-34,0,Yes,,No,,11.0,13.0,Nurse,Secondary,Diploma,After 2000,0.0,35-44,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.36363637
11005_31,11005,31,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,0,25-34,Yes,0,Sickness/maternity,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_14,11005,14,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,Younger than 25,Yes,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_29,11005,29,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
11005_5,11005,5,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Advanced,0,25-34,Yes,Yes,,No,Yes,11.0,18.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,0.0,Training/seminar/meeting,,,1,1.0,Mozambique-2014,0.36363637
110102_30,110102,30,Over 50,Over 50,Over 5,Nurse,Secondary,,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_27,110102,27,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_5,110102,5,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,11.0,2.0,Doctor,Post-Secondary,,After 2000,Male,35-44,Yes,,A fazer revisões ou escrever no quadro,0.0,1,1.0,Mozambique-2014,0.18181819
110102_7,110102,7,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,Yes,,11.0,42.0,Other,Secondary,,After 2000,Male,25-34,Yes,,À espera que o paciente se dispa,Yes,1,1.0,Mozambique-2014,0.18181819
110102_24,110102,24,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_22,110102,22,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_18,110102,18,Over 50,Over 50,Over 5,Other,Secondary,,Male,25-34,Yes,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_17,110102,17,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_14,110102,14,Over 50,Over 50,Over 5,Other,Post-Secondary,,0,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_11,110102,11,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,Yes,Yes,,No,Yes,11.0,1.0,Doctor,Post-Secondary,,After 2000,Male,25-34,0.0,Official mission,,,1,1.0,Mozambique-2014,0.18181819
110102_8,110102,8,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,45 or older,Yes,Yes,,No,No,11.0,50.0,Other,Post-Secondary,,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.18181819
110102_29,110102,29,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,Younger than 25,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_28,110102,28,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_31,110102,31,Over 50,Over 50,Over 5,Nurse,Post-Secondary,,0,Younger than 25,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_47,110102,47,Over 50,Over 50,Over 5,Other,Secondary,,Male,Younger than 25,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_33,110102,33,Over 50,Over 50,Over 5,Nurse,Secondary,,0,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_4,110102,4,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,45 or older,Yes,0,Sickness/maternity,No,,11.0,9.0,Clinical Officer,Secondary,Diploma,After 2000,0.0,25-34,0.0,Sickness/maternity,,,1,1.0,Mozambique-2014,0.18181819
110102_43,110102,43,Over 50,Over 50,Over 5,Other,Secondary,,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_39,110102,39,Over 50,Over 50,Over 5,Other,Secondary,,Male,25-34,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_32,110102,32,Over 50,Over 50,Over 5,Nurse,Post-Secondary,,0,25-34,0,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_34,110102,34,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,45 or older,Yes,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_36,110102,36,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,0,Authorised absence (permision/leave),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_44,110102,44,Over 50,Over 50,Over 5,Other,Post-Secondary,,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_46,110102,46,Over 50,Over 50,Over 5,Other,Secondary,,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_41,110102,41,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_50,110102,50,Over 50,Over 50,Over 5,Other,Post-Secondary,,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_48,110102,48,Over 50,Over 50,Over 5,Other,Post-Secondary,,Male,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_49,110102,49,Over 50,Over 50,Over 5,Other,Primary,,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_19,110102,19,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_13,110102,13,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,0,Authorised absence (permision/leave),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_23,110102,23,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_25,110102,25,Over 50,Over 50,Over 5,Nurse,Post-Secondary,,0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_35,110102,35,Over 50,Over 50,Over 5,Other,Post-Secondary,,Male,35-44,Yes,0,Training/seminar/meeting,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_15,110102,15,Over 50,Over 50,Over 5,Other,Post-Secondary,,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_9,110102,9,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,0,Yes,,Yes,,11.0,32.0,Nurse,Post-Secondary,,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.18181819
110102_21,110102,21,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,Male,25-34,Yes,0,Official mission,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_16,110102,16,Over 50,Over 50,Over 5,Other,Post-Secondary,,0,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_20,110102,20,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_40,110102,40,Over 50,Over 50,Over 5,Other,Secondary,,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_1,110102,1,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,Male,25-34,Yes,Yes,,Yes,Yes,11.0,20.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.18181819
110102_37,110102,37,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,0,Non-authorised,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_10,110102,10,Over 50,Over 50,Over 5,Other,Post-Secondary,,Male,25-34,Yes,0,Training/seminar/meeting,No,,11.0,35.0,Other,Post-Secondary,,After 2000,Male,35-44,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.18181819
110102_12,110102,12,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,0,Sickness/maternity,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_42,110102,42,Over 50,Over 50,Over 5,Other,Secondary,,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_6,110102,6,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,11.0,19.0,Clinical Officer,Secondary,Diploma,After 2000,Male,45 or older,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.18181819
110102_38,110102,38,Over 50,Over 50,Over 5,Other,Post-Secondary,,Male,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_3,110102,3,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,45 or older,Yes,Yes,,No,Yes,11.0,16.0,Other,Post-Secondary,,After 2000,0.0,35-44,Yes,,A fazer revisões ou escrever no quadro,Yes,1,1.0,Mozambique-2014,0.18181819
110102_45,110102,45,Over 50,Over 50,Over 5,Other,Post-Secondary,,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110102_2,110102,2,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,Male,35-44,0,Yes,,Yes,,11.0,39.0,Other,Secondary,,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.18181819
110102_26,110102,26,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.18181819
110103_3,110103,3,6-10,6-10,5 or less,Nurse,Primary,Diploma,0,45 or older,Yes,Yes,,Yes,Yes,7.0,3.0,Nurse,Primary,Diploma,Before 1990,0.0,45 or older,0.0,Non-authorised,,,1,1.0,Mozambique-2014,0.14285715
110103_7,110103,7,6-10,6-10,5 or less,Other,Secondary,Diploma,Male,25-34,0,Yes,,Yes,,7.0,7.0,Other,Secondary,Diploma,After 2000,Male,25-34,Yes,,A preencher formulário de visita ou folha de honorários,0.0,1,1.0,Mozambique-2014,0.14285715
110103_5,110103,5,6-10,6-10,5 or less,Nurse,Primary,Certificate,0,45 or older,0,Yes,,Yes,,7.0,5.0,Nurse,Secondary,Certificate,After 2000,0.0,45 or older,Yes,,À espera que o paciente se dispa,0.0,1,1.0,Mozambique-2014,0.14285715
110103_2,110103,2,6-10,6-10,5 or less,Doctor,Secondary,Certificate,0,25-34,Yes,Yes,,Yes,Yes,7.0,2.0,Doctor,Secondary,,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.14285715
110103_6,110103,6,6-10,6-10,5 or less,Nurse,Primary,Diploma,Male,45 or older,0,Yes,,Yes,,7.0,6.0,Nurse,Primary,Diploma,Before 1990,Male,45 or older,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.14285715
110103_1,110103,1,6-10,6-10,5 or less,Doctor,Secondary,Certificate,Male,25-34,Yes,Yes,,Yes,Yes,7.0,1.0,Doctor,Secondary,,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.14285715
110103_4,110103,4,6-10,6-10,5 or less,Other,Secondary,,0,25-34,0,Yes,,Yes,,7.0,4.0,Other,Secondary,,After 2000,0.0,25-34,Yes,,À espera que o paciente se dispa,0.0,1,1.0,Mozambique-2014,0.14285715
110116_2,110116,2,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,Yes,Yes,2.0,2.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.0
110116_1,110116,1,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,2.0,1.0,Nurse,Post-Secondary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.0
110308_1,110308,1,11-50,11-50,Over 5,Other,Post-Secondary,,Male,45 or older,0,Yes,,Yes,,11.0,15.0,Nurse,Post-Secondary,,Before 1990,0.0,45 or older,Yes,,À espera que o paciente se dispa,0.0,1,1.0,Mozambique-2014,0.27272728
110308_2,110308,2,11-50,11-50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,Yes,,Yes,Yes,11.0,10.0,Other,Post-Secondary,,After 2000,0.0,25-34,Yes,,À espera que o paciente se dispa,Yes,1,1.0,Mozambique-2014,0.27272728
110308_5,110308,5,11-50,11-50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,0,Sickness/maternity,Yes,,11.0,11.0,Other,Secondary,,In the 1990s,0.0,35-44,Yes,,À espera que o paciente se dispa,Yes,1,1.0,Mozambique-2014,0.27272728
110308_9,110308,9,11-50,11-50,Over 5,Nurse,Post-Secondary,Diploma,0,35-44,Yes,Yes,,No,Yes,11.0,3.0,Clinical Officer,Secondary,Diploma,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.27272728
110308_3,110308,3,11-50,11-50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,Yes,Yes,,Yes,Yes,11.0,8.0,Nurse,Post-Secondary,Diploma,Before 1990,0.0,45 or older,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.27272728
110308_13,110308,13,11-50,11-50,Over 5,Nurse,Post-Secondary,,0,45 or older,0,0,Authorised absence (permision/leave),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
110308_12,110308,12,11-50,11-50,Over 5,Other,Secondary,,Male,45 or older,0,0,Official mission,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
110308_6,110308,6,11-50,11-50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,No,Yes,11.0,16.0,Other,Post-Secondary,,After 2000,0.0,25-34,Yes,,À espera que o paciente se dispa,Yes,1,1.0,Mozambique-2014,0.27272728
110308_7,110308,7,11-50,11-50,Over 5,Nurse,Post-Secondary,Diploma,0,45 or older,0,Yes,,No,,11.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,Male,35-44,0.0,Authorised absence (permision/leave),,,1,1.0,Mozambique-2014,0.27272728
110308_4,110308,4,11-50,11-50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,Yes,Yes,,Yes,Yes,11.0,12.0,Other,Secondary,,Before 1990,Male,45 or older,0.0,Authorised absence (permision/leave),,,1,1.0,Mozambique-2014,0.27272728
110308_8,110308,8,11-50,11-50,Over 5,Nurse,Post-Secondary,Diploma,0,45 or older,0,Yes,,Yes,,11.0,5.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.27272728
110308_11,110308,11,11-50,11-50,Over 5,Other,Secondary,,0,35-44,Yes,Yes,,Yes,Yes,11.0,1.0,Other,Post-Secondary,,Before 1990,Male,45 or older,0.0,Official mission,,,1,1.0,Mozambique-2014,0.27272728
110308_10,110308,10,11-50,11-50,Over 5,Other,Post-Secondary,,0,25-34,0,Yes,,Yes,,11.0,4.0,Clinical Officer,Post-Secondary,Diploma,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.27272728
110308_14,110308,14,11-50,11-50,Over 5,Nurse,Post-Secondary,,0,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
110308_16,110308,16,11-50,11-50,Over 5,Other,Post-Secondary,,0,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
110308_15,110308,15,11-50,11-50,Over 5,Nurse,Post-Secondary,,0,45 or older,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
110401_6,110401,6,11-50,6-10,5 or less,Other,Secondary,Diploma,Male,Younger than 25,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.0
110401_3,110401,3,11-50,6-10,5 or less,Nurse,Secondary,Diploma,0,25-34,Yes,0,"On call (pre on call, post on call)",No,,4.0,5.0,Clinical Officer,Secondary,Diploma,After 2000,0.0,35-44,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.0
110401_1,110401,1,11-50,6-10,5 or less,Doctor,,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,4.0,1.0,Doctor,,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.0
