unique_id,fac_id,staff_id,q110,q111,q112,q113,q114,q115,q115_b_other_specify,q117,q118,q119,q120,q120_b_other_specify,q121,q121_b_other_specify,q122,q116,has_roster,has_absentee,country,absence_rate
11566_7,11566,7,Clinical Officer,MALE,35-44,YES,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_8,11566,8,Clinical Officer,MALE,35-44,YES,0.0,12.0, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,8.0,1,1.0,Kenya-2012,0.7
11566_9,11566,9,Clinical Officer,MALE,25-34,YES,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_10,11566,10,Clinical Officer,MALE,25-34,YES,0.0,OFFICIAL MISSION, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_11,11566,11,Clinical Officer,MALE,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_12,11566,12,Clinical Officer,0.0,25-34,YES,0.0,OFFICIAL MISSION, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_13,11566,13,Clinical Officer,0.0,25-34,YES,YES,, ,Clinical Officer,0.0,0.0,12.0, ,, ,,13.0,1,1.0,Kenya-2012,0.7
11566_14,11566,14,Clinical Officer,MALE,25-34,YES,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_15,11566,15,Nurse,0.0,35-44,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_16,11566,16,Nurse,0.0,35-44,0.0,0.0,ON STRIKE, ,Nurse,0.0,0.0,ON STRIKE, ,, ,,16.0,1,1.0,Kenya-2012,0.7
11566_17,11566,17,Nurse,MALE,25-34,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_18,11566,18,Nurse,0.0,45 or older,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_19,11566,19,Nurse,MALE,45 or older,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_20,11566,20,Nurse,0.0,25-34,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_21,11566,21,Nurse,MALE,35-44,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_22,11566,22,Nurse,0.0,45 or older,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_23,11566,23,Nurse,0.0,35-44,0.0,0.0,ON STRIKE, ,Nurse,0.0,0.0,ON STRIKE, ,, ,,23.0,1,1.0,Kenya-2012,0.7
11566_24,11566,24,Nurse,0.0,45 or older,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_25,11566,25,Nurse,MALE,45 or older,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_26,11566,26,Nurse,0.0,45 or older,0.0,0.0,ON STRIKE, ,Nurse,0.0,0.0,ON STRIKE, ,, ,,26.0,1,1.0,Kenya-2012,0.7
11566_27,11566,27,Nurse,0.0,45 or older,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_28,11566,28,Nurse,MALE,45 or older,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_29,11566,29,Nurse,MALE,35-44,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_30,11566,30,Nurse,0.0,35-44,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_31,11566,31,Nurse,MALE,45 or older,0.0,0.0,ON STRIKE, ,Nurse,MALE,0.0,ON STRIKE, ,, ,,31.0,1,1.0,Kenya-2012,0.7
11566_32,11566,32,Nurse,0.0,35-44,0.0,0.0,ON STRIKE, ,Nurse,0.0,0.0,ON STRIKE, ,, ,,32.0,1,1.0,Kenya-2012,0.7
11566_33,11566,33,Nurse,MALE,25-34,0.0,0.0,ON STRIKE, ,Nurse,MALE,0.0,ON STRIKE, ,, ,,33.0,1,1.0,Kenya-2012,0.7
11566_34,11566,34,Nurse,0.0,45 or older,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_35,11566,35,Nurse,0.0,45 or older,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_36,11566,36,Nurse,0.0,25-34,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_37,11566,37,Nurse,0.0,25-34,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_38,11566,38,Nurse,0.0,25-34,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_39,11566,39,Nurse,0.0,25-34,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_40,11566,40,Nurse,0.0,25-34,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_41,11566,41,Nurse,0.0,25-34,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_42,11566,42,Nurse,0.0,25-34,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_43,11566,43,Nurse,MALE,35-44,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_44,11566,44,Nurse,0.0,35-44,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_45,11566,45,Nurse,0.0,25-34,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_46,11566,46,Nurse,0.0,25-34,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_47,11566,47,Nurse,0.0,25-34,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_48,11566,48,Nurse,0.0,35-44,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_49,11566,49,Nurse,0.0,35-44,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.7
11566_50,11566,50,Other,0.0,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.7
11573_1,11573,1,Clinical Officer,0.0,45 or older,YES,YES,, ,Clinical Officer,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.33333334
11573_2,11573,2,Nurse,0.0,Younger than 25,YES,YES,, ,Nurse,0.0,0.0,12.0, ,, ,,2.0,1,1.0,Kenya-2012,0.33333334
11573_3,11573,3,Nurse,0.0,25-34,YES,0.0,APPROVED ABSENCE, ,Nurse,0.0,0.0,12.0, ,, ,,3.0,1,1.0,Kenya-2012,0.33333334
11573_4,11573,4,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,4.0,1,1.0,Kenya-2012,0.33333334
11573_5,11573,5,Other,MALE,25-34,0.0,YES,, ,Other,MALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,0.0,5.0,1,1.0,Kenya-2012,0.33333334
11573_6,11573,6,Other,0.0,45 or older,0.0,0.0,APPROVED ABSENCE, ,Other,0.0,0.0,APPROVED ABSENCE, ,, ,,6.0,1,1.0,Kenya-2012,0.33333334
11573_7,11573,7,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,0.0,7.0,1,1.0,Kenya-2012,0.33333334
11573_8,11573,8,Nurse,0.0,35-44,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,8.0,1,1.0,Kenya-2012,0.33333334
11573_9,11573,9,Nurse,0.0,45 or older,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,9.0,1,1.0,Kenya-2012,0.33333334
11580_1,11580,1,Clinical Officer,0.0,25-34,YES,0.0,OFFICIAL MISSION, ,Clinical Officer,0.0,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,MEETING,YES,1.0,1,1.0,Kenya-2012,0.33333334
11580_2,11580,2,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,MEETING,YES,2.0,1,1.0,Kenya-2012,0.33333334
11580_3,11580,3,Nurse,0.0,25-34,YES,0.0,APPROVED ABSENCE, ,Nurse,0.0,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,MEETING,YES,3.0,1,1.0,Kenya-2012,0.33333334
11580_4,11580,4,Nurse,MALE,35-44,YES,0.0,12.0, ,Nurse,MALE,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,MEETING,0.0,4.0,1,1.0,Kenya-2012,0.33333334
11580_5,11580,5,Nurse,0.0,25-34,YES,0.0,12.0, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,5.0,1,1.0,Kenya-2012,0.33333334
11580_6,11580,6,Nurse,0.0,45 or older,YES,YES,, ,Nurse,0.0,0.0,OFFICIAL MISSION, ,, ,,6.0,1,1.0,Kenya-2012,0.33333334
11580_7,11580,7,Nurse,0.0,45 or older,YES,0.0,APPROVED ABSENCE, ,Nurse,0.0,0.0,OFFICIAL MISSION, ,, ,,7.0,1,1.0,Kenya-2012,0.33333334
11580_8,11580,8,Other,0.0,45 or older,YES,0.0,OTHER (SPECIFY), ,Other,MALE,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,MEETING,0.0,8.0,1,1.0,Kenya-2012,0.33333334
11580_9,11580,9,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,0.0,9.0,1,1.0,Kenya-2012,0.33333334
11600_1,11600,1,Clinical Officer,0.0,25-34,YES,0.0,SICK/MATERNITY, ,,,,,,,,,,1,,Kenya-2012,0.4
11600_2,11600,2,Doctor,MALE,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.4
11600_3,11600,3,Clinical Officer,MALE,25-34,YES,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.4
11600_4,11600,4,Clinical Officer,0.0,25-34,YES,0.0,12.0, ,Clinical Officer,0.0,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,4.0,1,1.0,Kenya-2012,0.4
11600_5,11600,5,Clinical Officer,MALE,25-34,YES,0.0,12.0, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,5.0,1,1.0,Kenya-2012,0.4
11600_6,11600,6,Clinical Officer,MALE,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.4
11600_7,11600,7,Clinical Officer,MALE,25-34,YES,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.4
11600_8,11600,8,Clinical Officer,0.0,25-34,YES,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.4
11600_9,11600,9,Clinical Officer,0.0,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.4
11600_10,11600,10,Clinical Officer,MALE,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.4
11600_11,11600,11,Nurse,0.0,45 or older,YES,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.4
11600_12,11600,12,Nurse,MALE,25-34,YES,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.4
11600_13,11600,13,Nurse,0.0,25-34,YES,0.0,12.0, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,13.0,1,1.0,Kenya-2012,0.4
11600_14,11600,14,Nurse,MALE,Younger than 25,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.4
11600_15,11600,15,Nurse,0.0,25-34,YES,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.4
11600_16,11600,16,Nurse,MALE,35-44,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.4
11600_17,11600,17,Nurse,MALE,45 or older,YES,0.0,APPROVED ABSENCE, ,Nurse,MALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,17.0,1,1.0,Kenya-2012,0.4
11600_18,11600,18,Nurse,0.0,45 or older,YES,0.0,APPROVED ABSENCE, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,18.0,1,1.0,Kenya-2012,0.4
11600_19,11600,19,Nurse,MALE,Younger than 25,YES,0.0,12.0, ,Nurse,MALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,0.0,19.0,1,1.0,Kenya-2012,0.4
11600_20,11600,20,Nurse,MALE,25-34,YES,0.0,12.0, ,Nurse,MALE,0.0,12.0, ,, ,,20.0,1,1.0,Kenya-2012,0.4
11600_21,11600,21,Nurse,0.0,25-34,YES,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.4
11600_22,11600,22,Other,0.0,35-44,0.0,0.0,12.0, ,Other,0.0,0.0,APPROVED ABSENCE, ,, ,,22.0,1,1.0,Kenya-2012,0.4
11600_23,11600,23,Other,0.0,35-44,0.0,0.0,APPROVED ABSENCE, ,Other,0.0,0.0,APPROVED ABSENCE, ,, ,,23.0,1,1.0,Kenya-2012,0.4
11600_24,11600,24,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,0.0,24.0,1,1.0,Kenya-2012,0.4
11600_25,11600,25,Nurse,MALE,25-34,YES,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.4
11609_1,11609,1,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.0
11614_1,11614,1,Nurse,0.0,35-44,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.1
11614_2,11614,2,Nurse,0.0,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.1
11614_3,11614,3,Clinical Officer,MALE,35-44,YES,YES,, ,Clinical Officer,MALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,YES,3.0,1,1.0,Kenya-2012,0.1
11614_4,11614,4,Nurse,0.0,35-44,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.1
11614_5,11614,5,Nurse,MALE,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.1
11614_6,11614,6,Clinical Officer,0.0,35-44,YES,YES,, ,Clinical Officer,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,6.0,1,1.0,Kenya-2012,0.1
11614_7,11614,7,Clinical Officer,0.0,25-34,YES,YES,, ,Clinical Officer,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,7.0,1,1.0,Kenya-2012,0.1
11614_8,11614,8,Nurse,0.0,25-34,0.0,0.0,MISSING,SATELLITE CLINIC,Nurse,0.0,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS, ,YES,8.0,1,1.0,Kenya-2012,0.1
11614_9,11614,9,Nurse,0.0,25-34,0.0,0.0,MISSING,SATELLITE CLINIC,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,9.0,1,1.0,Kenya-2012,0.1
11614_10,11614,10,Nurse,0.0,Younger than 25,0.0,0.0,MISSING,SATELLITE  CLINIC,,,,,,,,,,1,,Kenya-2012,0.1
11614_11,11614,11,Nurse,0.0,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.1
11614_12,11614,12,Nurse,0.0,25-34,0.0,0.0,MISSING,SATELLITE CLINIC,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,12.0,1,1.0,Kenya-2012,0.1
11614_13,11614,13,Nurse,0.0,25-34,0.0,0.0,MISSING,SATELLITE CLINIC,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,13.0,1,1.0,Kenya-2012,0.1
11614_14,11614,14,Nurse,0.0,35-44,0.0,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,14.0,1,1.0,Kenya-2012,0.1
11614_15,11614,15,Nurse,0.0,25-34,0.0,0.0,MISSING,SATELLITE CLINIC,,,,,,,,,,1,,Kenya-2012,0.1
11614_16,11614,16,Nurse,MALE,35-44,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.1
11614_17,11614,17,Nurse,0.0,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.1
11614_18,11614,18,Clinical Officer,0.0,35-44,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.1
11614_19,11614,19,Clinical Officer,MALE,35-44,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.1
11614_20,11614,20,Other,0.0,25-34,0.0,0.0,MISSING,SATELLITE CLINIC,,,,,,,,,,1,,Kenya-2012,0.1
11614_21,11614,21,Other,0.0,Younger than 25,0.0,0.0,MISSING,SATELLITE CLINIC,,,,,,,,,,1,,Kenya-2012,0.1
11614_22,11614,22,Other,0.0,35-44,0.0,0.0,MISSING,SATELLITE CLINIC,Other,0.0,0.0,SICK/MATERNITY, ,, ,,22.0,1,1.0,Kenya-2012,0.1
11614_23,11614,23,Other,0.0,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.1
11614_24,11614,24,Nurse,0.0,35-44,0.0,0.0,SICK/MATERNITY, ,Nurse,0.0,YES,, ,REVIEWING OR WRITING IN CART, ,YES,24.0,1,1.0,Kenya-2012,0.1
11640_1,11640,1,Nurse,0.0,45 or older,YES,YES,, ,Nurse,0.0,YES,, ,REVIEWING OR WRITING IN CART, ,0.0,1.0,1,1.0,Kenya-2012,0.375
11640_2,11640,2,Nurse,0.0,45 or older,YES,YES,, ,Nurse,0.0,YES,, ,REVIEWING OR WRITING IN CART, ,YES,2.0,1,1.0,Kenya-2012,0.375
11640_3,11640,3,Nurse,MALE,25-34,YES,0.0,APPROVED ABSENCE, ,Nurse,MALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,YES,3.0,1,1.0,Kenya-2012,0.375
11640_4,11640,4,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,REVIEWING OR WRITING IN CART, ,0.0,4.0,1,1.0,Kenya-2012,0.375
11640_5,11640,5,Nurse,0.0,45 or older,YES,0.0,12.0, ,Nurse,0.0,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,5.0,1,1.0,Kenya-2012,0.375
11640_6,11640,6,Nurse,0.0,45 or older,YES,0.0,12.0, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,0.0,6.0,1,1.0,Kenya-2012,0.375
11640_7,11640,7,Nurse,0.0,45 or older,YES,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,0.0,7.0,1,1.0,Kenya-2012,0.375
11640_8,11640,8,Nurse,0.0,45 or older,YES,0.0,APPROVED ABSENCE, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,0.0,8.0,1,1.0,Kenya-2012,0.375
11645_1,11645,1,Nurse,0.0,45 or older,YES,YES,, ,Nurse,0.0,YES,, ,REVIEWING OR WRITING IN CART, ,0.0,1.0,1,1.0,Kenya-2012,0.2857143
11645_2,11645,2,Nurse,0.0,45 or older,YES,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,2.0,1,1.0,Kenya-2012,0.2857143
11645_3,11645,3,Nurse,0.0,35-44,0.0,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,3.0,1,1.0,Kenya-2012,0.2857143
11645_4,11645,4,Nurse,0.0,35-44,0.0,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,4.0,1,1.0,Kenya-2012,0.2857143
11645_5,11645,5,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,5.0,1,1.0,Kenya-2012,0.2857143
11645_6,11645,6,Other,0.0,35-44,0.0,0.0,APPROVED ABSENCE, ,Other,0.0,0.0,APPROVED ABSENCE, ,, ,,6.0,1,1.0,Kenya-2012,0.2857143
11645_7,11645,7,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,DISPENSING DRUGS,0.0,7.0,1,1.0,Kenya-2012,0.2857143
11654_1,11654,1,Nurse,0.0,45 or older,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.5
11654_2,11654,2,Other,MALE,25-34,0.0,0.0,APPROVED ABSENCE, ,Other,MALE,0.0,APPROVED ABSENCE, ,, ,,2.0,1,1.0,Kenya-2012,0.5
11677_1,11677,1,Clinical Officer,MALE,45 or older,YES,YES,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,1.0,1,1.0,Kenya-2012,0.33333334
11677_2,11677,2,Clinical Officer,MALE,45 or older,YES,0.0,APPROVED ABSENCE, ,Clinical Officer,MALE,0.0,APPROVED ABSENCE, ,, ,,2.0,1,1.0,Kenya-2012,0.33333334
11677_3,11677,3,Nurse,MALE,35-44,YES,YES,, ,Nurse,MALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,YES,3.0,1,1.0,Kenya-2012,0.33333334
11677_4,11677,4,Nurse,0.0,45 or older,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,4.0,1,1.0,Kenya-2012,0.33333334
11677_5,11677,5,Nurse,0.0,45 or older,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,5.0,1,1.0,Kenya-2012,0.33333334
11677_6,11677,6,Nurse,MALE,35-44,YES,0.0,APPROVED ABSENCE, ,Nurse,MALE,0.0,APPROVED ABSENCE, ,, ,,6.0,1,1.0,Kenya-2012,0.33333334
11697_1,11697,1,Clinical Officer,0.0,Younger than 25,YES,YES,, ,Clinical Officer,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.2857143
11697_2,11697,2,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,0.0,, ,, ,,2.0,1,1.0,Kenya-2012,0.2857143
11697_3,11697,3,Nurse,0.0,35-44,YES,0.0,IN TRAINING/SEMINAR, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,3.0,1,1.0,Kenya-2012,0.2857143
11697_4,11697,4,Nurse,0.0,35-44,YES,0.0,OFFICIAL MISSION, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,4.0,1,1.0,Kenya-2012,0.2857143
11697_5,11697,5,Nurse,0.0,35-44,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,5.0,1,1.0,Kenya-2012,0.2857143
11697_6,11697,6,Other,0.0,35-44,0.0,YES,, ,Other,0.0,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,YES,6.0,1,1.0,Kenya-2012,0.2857143
11697_7,11697,7,Other,0.0,35-44,0.0,0.0,APPROVED ABSENCE, ,Other,0.0,0.0,MISSING,WAS LATE,, ,,7.0,1,1.0,Kenya-2012,0.2857143
11723_1,11723,1,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,0.0,12.0, ,, ,,1.0,1,1.0,Kenya-2012,0.5
11723_2,11723,2,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,0.0,2.0,1,1.0,Kenya-2012,0.5
11723_3,11723,3,Nurse,MALE,25-34,YES,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.5
11723_4,11723,4,Nurse,0.0,35-44,YES,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,4.0,1,1.0,Kenya-2012,0.5
11723_5,11723,5,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,0.0,12.0, ,, ,,5.0,1,1.0,Kenya-2012,0.5
11723_6,11723,6,Nurse,0.0,35-44,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
11723_7,11723,7,Nurse,0.0,Younger than 25,YES,0.0,APPROVED ABSENCE, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,7.0,1,1.0,Kenya-2012,0.5
11723_8,11723,8,Nurse,0.0,25-34,YES,0.0,APPROVED ABSENCE, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,8.0,1,1.0,Kenya-2012,0.5
11723_9,11723,9,Nurse,0.0,35-44,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
11723_10,11723,10,Nurse,0.0,35-44,YES,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.5
11723_11,11723,11,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,REVIEWING OR WRITING IN CART, ,YES,11.0,1,1.0,Kenya-2012,0.5
11723_12,11723,12,Other,MALE,25-34,0.0,YES,, ,Other,MALE,YES,, ,REVIEWING OR WRITING IN CART, ,YES,12.0,1,1.0,Kenya-2012,0.5
11723_13,11723,13,Other,MALE,25-34,0.0,YES,, ,Other,MALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,YES,13.0,1,1.0,Kenya-2012,0.5
11723_14,11723,14,Other,MALE,35-44,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
11723_15,11723,15,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,YES,15.0,1,1.0,Kenya-2012,0.5
11740_1,11740,1,Doctor,0.0,45 or older,YES,0.0,IN TRAINING/SEMINAR, ,Doctor,0.0,0.0,IN TRAINING/SEMINAR, ,, ,,1.0,1,1.0,Kenya-2012,0.6
11740_2,11740,2,Clinical Officer,0.0,45 or older,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.6
11740_3,11740,3,Clinical Officer,0.0,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.6
11740_4,11740,4,Clinical Officer,0.0,35-44,0.0,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.6
11740_5,11740,5,Nurse,0.0,25-34,YES,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.6
11740_6,11740,6,Clinical Officer,MALE,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.6
11740_7,11740,7,Nurse,0.0,45 or older,YES,0.0,APPROVED ABSENCE, ,Nurse,0.0,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,STAFF CENSUS ACTIVITY,0.0,7.0,1,1.0,Kenya-2012,0.6
