unique_id,fac_id,staff_id,h2sa203,h2sa204,h2sa205,h2sa206,h2sa207,h2sa208,h2sa208o,h2sa209,h2bID,h2b211,h2b212,h2b213,h2b214,h2b215,h2b215o,h2b216,h2b216o,h2b217,has_roster,has_absentee,country,absence_rate
190_9,190,9,Other,Male,25-34,Yes,0.0,Other (to specify),STUDY LEAVE,No,9.0,9.0,Other,Male,0.0,Other (to specify),STUDY LEAVE,,,,1,1.0,Uganda-2013,0.8
190_10,190,10,Other,Male,25-34,Yes,0.0,Other (to specify),STUDY LEAVE,No,10.0,10.0,Other,Male,0.0,Other (to specify),STUDY LEAVE,,,,1,1.0,Uganda-2013,0.8
191_2,191,2,Nurse,0.0,25-34,Yes,Yes,,,Yes,,,,,,,,,,,1,,Uganda-2013,
191_3,191,3,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,
191_4,191,4,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,
191_1,191,1,Nurse,0.0,45 or older,Yes,0.0,Sick/maternity,,Yes,,,,,,,,,,,1,,Uganda-2013,
192_2,192,2,Nurse,0.0,45 or older,Yes,0.0,Sick/maternity,,Yes,2.0,2.0,Nurse,0.0,0.0,Sick/maternity,,,,,1,1.0,Uganda-2013,1.0
192_3,192,3,Other,Male,25-34,Yes,Yes,,,No,3.0,3.0,Other,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
192_4,192,4,Other,0.0,45 or older,Yes,0.0,Other (to specify),BURIAL,No,4.0,4.0,Other,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
192_1,192,1,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,1.0
193_1,193,1,Nurse,0.0,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Gone to retrieve salary,,,,,1,1.0,Uganda-2013,0.75
193_2,193,2,Nurse,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.75
193_4,193,4,Other,Male,25-34,Yes,0.0,Other (to specify),STUDY LEAVE,No,4.0,4.0,Other,Male,0.0,Other (to specify),SCHOOLING,,,,1,1.0,Uganda-2013,0.75
193_3,193,3,Other,Male,45 or older,Yes,Yes,,,No,3.0,3.0,Other,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.75
194_1,194,1,Nurse,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.5
194_2,194,2,Other,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.5
195_1,195,1,Nurse,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.25
195_2,195,2,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.25
195_4,195,4,Other,Male,45 or older,Yes,Yes,,,No,4.0,4.0,Other,Male,Yes,,,Arranging for tests or consultations,,Yes,1,1.0,Uganda-2013,0.25
195_3,195,3,Other,0.0,45 or older,Yes,Yes,,,No,3.0,3.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.25
196_2,196,2,,Male,25-34,Yes,0.0,Approved absence,,Yes,2.0,2.0,Nurse,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,1.0
196_3,196,3,Other,0.0,25-34,0.0,Yes,In training/seminar,,No,3.0,3.0,Other,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,1.0
196_1,196,1,Nurse,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Other (to specify),GARDEN,,,,1,1.0,Uganda-2013,1.0
196_4,196,4,Other,0.0,35-44,0.0,0.0,In training/seminar,,No,4.0,4.0,Other,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,1.0
197_2,197,2,Nurse,Male,35-44,Yes,0.0,Gone to retrieve salary,ANNUAL LEAVE,Yes,2.0,2.0,Nurse,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
197_1,197,1,Nurse,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Other (to specify),GARDEN,,,,1,1.0,Uganda-2013,1.0
197_3,197,3,Other,0.0,25-34,Yes,0.0,,,Yes,3.0,3.0,Other,0.0,0.0,Other (to specify),GARDEN,,,,1,1.0,Uganda-2013,1.0
198_2,198,2,Nurse,Male,Younger than 25,Yes,0.0,Approved absence,,Yes,2.0,2.0,Nurse,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.5
198_1,198,1,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.5
199_1,199,1,Nurse,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Completing encounter form or billing sheet,,Yes,1,1.0,Uganda-2013,0.0
2_14,2,14,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
2_5,2,5,Nurse,0.0,Younger than 25,Yes,0.0,Not approved Absence,,Yes,5.0,5.0,Nurse,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,1.0
2_9,2,9,Other,0.0,25-34,0.0,0.0,Official mission,,No,,,,,,,,,,,1,,Uganda-2013,1.0
2_4,2,4,Nurse,0.0,Younger than 25,Yes,0.0,12.0,,Yes,4.0,4.0,Nurse,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,1.0
2_7,2,7,Other,0.0,25-34,0.0,0.0,Not approved Absence,,No,,,,,,,,,,,1,,Uganda-2013,1.0
2_2,2,2,Clinical Officer,Male,25-34,Yes,0.0,Outreach,,Yes,2.0,2.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,1.0
2_11,2,11,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
2_1,2,1,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,1.0
2_6,2,6,Nurse,0.0,25-34,Yes,Yes,,,Yes,6.0,6.0,Nurse,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,1.0
2_3,2,3,Nurse,0.0,25-34,Yes,Yes,,,Yes,3.0,3.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,1.0
2_12,2,12,Nurse,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,1.0
2_8,2,8,Other,0.0,Younger than 25,0.0,0.0,Not approved Absence,,No,,,,,,,,,,,1,,Uganda-2013,1.0
2_10,2,10,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
2_13,2,13,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
20_3,20,3,Other,Male,45 or older,Yes,0.0,12.0,,Yes,3.0,3.0,Other,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.25
20_1,20,1,Nurse,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.25
20_2,20,2,Nurse,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,,1,1.0,Uganda-2013,0.25
20_4,20,4,Other,0.0,35-44,Yes,0.0,12.0,,Yes,4.0,4.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.25
200_1,200,1,Other,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.0
201_3,201,3,Nurse,0.0,25-34,Yes,Yes,,,Yes,3.0,3.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,,Yes,1,1.0,Uganda-2013,0.2
201_6,201,6,Nurse,Male,25-34,Yes,Yes,,,Yes,6.0,6.0,Nurse,Male,Yes,,,Reviewing or writing in cart,,Yes,1,1.0,Uganda-2013,0.2
201_7,201,7,Nurse,Male,35-44,Yes,Yes,,,Yes,7.0,7.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.2
201_1,201,1,Clinical Officer,0.0,25-34,Yes,0.0,Official mission,,Yes,1.0,1.0,Clinical Officer,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.2
201_2,201,2,Nurse,0.0,35-44,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Completing encounter form or billing sheet,,Yes,1,1.0,Uganda-2013,0.2
201_11,201,11,Other,Male,,Yes,0.0,Other (to specify),NOT OFFICIALLY REPORTED,No,,,,,,,,,,,1,,Uganda-2013,0.2
201_9,201,9,Other,0.0,25-34,Yes,Yes,,,No,9.0,9.0,Other,0.0,0.0,Approved absence,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.2
201_4,201,4,Nurse,0.0,25-34,Yes,Yes,,,Yes,4.0,4.0,Nurse,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.2
201_8,201,8,Other,0.0,45 or older,Yes,Yes,,,No,8.0,8.0,Other,0.0,Yes,,,,,Yes,1,1.0,Uganda-2013,0.2
201_5,201,5,Nurse,0.0,25-34,Yes,Yes,,,Yes,5.0,5.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.2
201_10,201,10,Other,Male,25-34,Yes,Yes,,,No,10.0,10.0,Other,Male,Yes,,,Waiting for patient to undress,,Yes,1,1.0,Uganda-2013,0.2
202_9,202,9,Other,0.0,25-34,Yes,Yes,,,No,9.0,9.0,Other,0.0,Yes,Official mission,,,,Yes,1,1.0,Uganda-2013,0.44444445
202_7,202,7,Other,Male,25-34,Yes,Yes,,,No,7.0,7.0,Other,Male,Yes,18.0,SITTED OUT,,,Yes,1,1.0,Uganda-2013,0.44444445
202_8,202,8,Nurse,0.0,25-34,Yes,Yes,,,Yes,8.0,8.0,Nurse,0.0,Yes,Sick/maternity,,,,Yes,1,1.0,Uganda-2013,0.44444445
202_6,202,6,Other,Male,25-34,Yes,0.0,In training/seminar,,No,6.0,6.0,Other,Male,Yes,Other (to specify),,,,Yes,1,1.0,Uganda-2013,0.44444445
202_4,202,4,Nurse,0.0,25-34,Yes,0.0,Other (to specify),ANNUAL LEAVE,Yes,4.0,4.0,Nurse,0.0,0.0,Other (to specify),ANNUAL LEAVE,,,,1,1.0,Uganda-2013,0.44444445
202_1,202,1,Nurse,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,0.0,In training/seminar,,,,Yes,1,1.0,Uganda-2013,0.44444445
202_2,202,2,Clinical Officer,Male,25-34,Yes,0.0,Approved absence,,Yes,2.0,2.0,Clinical Officer,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.44444445
202_3,202,3,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,3.0,3.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.44444445
202_5,202,5,Nurse,0.0,Younger than 25,Yes,0.0,12.0,,Yes,5.0,5.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.44444445
203_3,203,3,Other,0.0,35-44,Yes,0.0,12.0,,Yes,3.0,3.0,Other,0.0,0.0,,,,,,1,1.0,Uganda-2013,0.6666667
203_2,203,2,Other,Male,35-44,Yes,Yes,,,Yes,2.0,2.0,Other,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6666667
203_1,203,1,Other,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Other,Male,Yes,,,Completing encounter form or billing sheet,,Yes,1,1.0,Uganda-2013,0.6666667
204_4,204,4,Other,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.33333334
204_5,204,5,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.33333334
204_8,204,8,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.33333334
204_2,204,2,Nurse,0.0,45 or older,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.33333334
204_3,204,3,Nurse,Male,25-34,Yes,Yes,,,Yes,3.0,3.0,Nurse,Male,Yes,,,Completing encounter form or billing sheet,,0.0,1,1.0,Uganda-2013,0.33333334
204_6,204,6,Other,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.33333334
204_7,204,7,Other,0.0,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.33333334
204_1,204,1,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.33333334
205_2,205,2,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.5
205_6,205,6,Other,Male,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
205_3,205,3,Nurse,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
205_1,205,1,Nurse,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.5
205_4,205,4,Nurse,Male,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
205_11,205,11,Other,0.0,45 or older,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
205_5,205,5,Nurse,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
205_10,205,10,Other,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
205_8,205,8,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
205_9,205,9,Nurse,0.0,45 or older,0.0,0.0,Sick/maternity,,No,,,,,,,,,,,1,,Uganda-2013,0.5
205_7,205,7,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
206_1,206,1,Nurse,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.71428573
206_6,206,6,Nurse,Male,25-34,Yes,Yes,,,Yes,6.0,6.0,Nurse,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.71428573
206_2,206,2,Nurse,0.0,25-34,Yes,0.0,12.0,,Yes,2.0,2.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.71428573
206_7,206,7,Other,Male,Younger than 25,Yes,Yes,,,Yes,7.0,7.0,Other,Male,Yes,,,Interpreting laboratory work or radiographs,DISPENSING DRUGS,0.0,1,1.0,Uganda-2013,0.71428573
206_5,206,5,Nurse,Male,25-34,Yes,Yes,,,Yes,5.0,5.0,Nurse,Male,Yes,,,Completing encounter form or billing sheet,,0.0,1,1.0,Uganda-2013,0.71428573
206_3,206,3,Nurse,0.0,35-44,Yes,0.0,12.0,,Yes,3.0,3.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.71428573
206_4,206,4,Nurse,Male,25-34,Yes,0.0,12.0,,Yes,4.0,4.0,Nurse,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.71428573
207_4,207,4,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.0
207_9,207,9,Nurse,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.0
207_5,207,5,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.0
207_1,207,1,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.0
207_2,207,2,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.0
207_15,207,15,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.0
207_7,207,7,Other,Male,45 or older,0.0,0.0,Not approved Absence,,No,,,,,,,,,,,1,,Uganda-2013,0.0
207_13,207,13,Other,0.0,25-34,0.0,0.0,Not approved Absence,,No,,,,,,,,,,,1,,Uganda-2013,0.0
207_3,207,3,Clinical Officer,0.0,35-44,Yes,0.0,Not approved Absence,,Yes,2.0,3.0,Clinical Officer,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.0
207_16,207,16,Nurse,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.0
207_17,207,17,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.0
207_19,207,19,Other,0.0,25-34,0.0,0.0,Not approved Absence,,No,,,,,,,,,,,1,,Uganda-2013,0.0
207_6,207,6,Nurse,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.0
207_12,207,12,Other,Male,Younger than 25,0.0,0.0,Not approved Absence,,No,,,,,,,,,,,1,,Uganda-2013,0.0
207_20,207,20,Other,Male,25-34,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.0
207_14,207,14,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.0
207_10,207,10,Nurse,Male,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.0
207_8,207,8,Other,0.0,45 or older,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.0
207_11,207,11,Nurse,0.0,Younger than 25,0.0,0.0,Outreach,,No,,,,,,,,,,,1,,Uganda-2013,0.0
207_18,207,18,Other,Male,45 or older,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.0
208_1,208,1,Clinical Officer,Male,35-44,Yes,0.0,In training/seminar,,Yes,2.0,1.0,Clinical Officer,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.9
208_3,208,3,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,3.0,Nurse,Male,Yes,,,Interpreting laboratory work or radiographs,HAD JUST ARRIVED FOR WORK,Yes,1,1.0,Uganda-2013,0.9
208_11,208,11,Other,0.0,25-34,Yes,0.0,Sick/maternity,,No,,,,,,,,,,,1,,Uganda-2013,0.9
208_7,208,7,Nurse,0.0,25-34,0.0,0.0,Approved absence,,No,7.0,7.0,Nurse,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.9
208_9,208,9,Other,Male,45 or older,0.0,0.0,Approved absence,,No,9.0,9.0,Other,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.9
208_8,208,8,Other,Male,45 or older,0.0,0.0,Approved absence,,No,8.0,8.0,Other,Male,0.0,Other (to specify),NOT ARRIVED FOR WORK,,,,1,1.0,Uganda-2013,0.9
208_5,208,5,Nurse,0.0,25-34,0.0,Yes,,,No,5.0,5.0,Nurse,0.0,0.0,Other (to specify),NOT ARRIVED FOR WORK,,,,1,1.0,Uganda-2013,0.9
208_10,208,10,Other,0.0,45 or older,0.0,0.0,Other (to specify),SHE WAS OFF DUTY,No,10.0,10.0,Other,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.9
208_2,208,2,Clinical Officer,0.0,25-34,Yes,0.0,Sick/maternity,,Yes,3.0,2.0,Clinical Officer,0.0,0.0,Sick/maternity,,,,,1,1.0,Uganda-2013,0.9
208_4,208,4,Nurse,Male,25-34,Yes,Yes,,,Yes,4.0,4.0,Nurse,Male,0.0,Other (to specify),NOT ARRIVED FOR WORK,,,,1,1.0,Uganda-2013,0.9
208_6,208,6,Nurse,0.0,35-44,0.0,0.0,Sick/maternity,,No,6.0,6.0,Nurse,0.0,0.0,Sick/maternity,,,,,1,1.0,Uganda-2013,0.9
209_3,209,3,Other,0.0,35-44,Yes,0.0,Other (to specify),LOST A RELATIVE,Yes,3.0,3.0,Other,0.0,0.0,Other (to specify),LOST A RELATIVE,,,,1,1.0,Uganda-2013,0.25
209_1,209,1,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.25
209_2,209,2,Other,Male,45 or older,Yes,Yes,,,Yes,2.0,2.0,Other,Male,Yes,,,Arranging for tests or consultations,,Yes,1,1.0,Uganda-2013,0.25
209_4,209,4,Other,0.0,35-44,0.0,Yes,,,No,4.0,4.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.25
21_1,21,1,Nurse,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS TO COME,0.0,1,1.0,Uganda-2013,0.5
21_2,21,2,Other,0.0,45 or older,Yes,Yes,,,Yes,2.0,2.0,Other,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
21_3,21,3,Other,0.0,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
21_4,21,4,Other,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
21_5,21,5,Other,Male,45 or older,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
210_3,210,3,Other,0.0,25-34,Yes,0.0,Sick/maternity,,Yes,3.0,3.0,Other,0.0,Yes,,,Interpreting laboratory work or radiographs,DOING NOTHING,Yes,1,1.0,Uganda-2013,0.0
210_1,210,1,Other,Male,45 or older,Yes,Yes,,,Yes,1.0,1.0,Other,Male,Yes,,,Interpreting laboratory work or radiographs,DOING NOTHING,Yes,1,1.0,Uganda-2013,0.0
210_2,210,2,Nurse,0.0,Younger than 25,Yes,0.0,Other (to specify),GONE TO COLLECT HER SCHOOL TASTIMONIALS,Yes,2.0,2.0,Nurse,0.0,Yes,,,Arranging for tests or consultations,,Yes,1,1.0,Uganda-2013,0.0
211_6,211,6,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.0
211_4,211,4,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.0
211_3,211,3,Nurse,0.0,25-34,Yes,Yes,,,Yes,3.0,3.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.0
211_2,211,2,Nurse,0.0,25-34,Yes,0.0,12.0,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.0
211_8,211,8,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.0
211_7,211,7,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.0
211_5,211,5,Other,0.0,25-34,Yes,Yes,,,Yes,4.0,5.0,Other,0.0,Yes,,,Completing encounter form or billing sheet,,0.0,1,1.0,Uganda-2013,0.0
211_1,211,1,Nurse,Male,35-44,Yes,0.0,12.0,,Yes,1.0,1.0,Nurse,Male,Yes,,,Completing encounter form or billing sheet,,0.0,1,1.0,Uganda-2013,0.0
212_3,212,3,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.75
212_2,212,2,Nurse,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,Male,0.0,Gone to retrieve salary,,,,,1,1.0,Uganda-2013,0.75
212_5,212,5,Other,Male,25-34,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.75
212_6,212,6,Nurse,Male,35-44,Yes,0.0,Sick/maternity,,Yes,4.0,6.0,Nurse,Male,0.0,Sick/maternity,,,,,1,1.0,Uganda-2013,0.75
212_1,212,1,Doctor,Male,25-34,Yes,0.0,Official mission,,Yes,1.0,1.0,Clinical Officer,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.75
212_4,212,4,Other,Male,45 or older,Yes,0.0,Sick/maternity,,Yes,3.0,4.0,Other,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.75
213_3,213,3,Nurse,Male,25-34,Yes,0.0,Approved absence,,Yes,3.0,3.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.5
213_2,213,2,Nurse,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.5
213_1,213,1,Doctor,Male,25-34,Yes,0.0,Official mission,,Yes,1.0,1.0,Nurse,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.5
213_4,213,4,Other,0.0,25-34,Yes,Yes,,,Yes,4.0,4.0,Other,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
214_2,214,2,Other,0.0,35-44,Yes,0.0,Not approved Absence,,Yes,2.0,2.0,Other,0.0,Yes,,,Completing encounter form or billing sheet,,Yes,1,1.0,Uganda-2013,0.0
214_3,214,3,Other,0.0,45 or older,Yes,Yes,,,Yes,3.0,3.0,Other,0.0,Yes,,,Completing encounter form or billing sheet,,Yes,1,1.0,Uganda-2013,0.0
214_1,214,1,Nurse,0.0,45 or older,Yes,0.0,In training/seminar,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Completing encounter form or billing sheet,,Yes,1,1.0,Uganda-2013,0.0
215_2,215,2,Nurse,Male,25-34,Yes,0.0,Approved absence,,Yes,2.0,2.0,Nurse,Male,Yes,,,Arranging for tests or consultations,,Yes,1,1.0,Uganda-2013,0.75
215_3,215,3,Other,Male,35-44,Yes,Yes,,,Yes,3.0,3.0,Other,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.75
215_1,215,1,Nurse,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.75
215_4,215,4,Other,0.0,25-34,Yes,0.0,Approved absence,,Yes,4.0,4.0,Other,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.75
216_8,216,8,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
216_9,216,9,Other,0.0,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
216_2,216,2,Clinical Officer,0.0,35-44,Yes,0.0,12.0,,Yes,2.0,2.0,Clinical Officer,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.6666667
216_5,216,5,Nurse,0.0,Younger than 25,Yes,0.0,Approved absence,,Yes,5.0,5.0,Nurse,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.6666667
