fac_id,staff_id,q110_cadre,q111_gender,q112_age,q113_does_regularly_perform_outp,q114_is_currently_in_the_facilit,q115_reason_for_absence,q115_b_other_specify,q117_cadre,q118_gender,q119_currently_in_facility,q120_reason_for_absence,q120_b_other_specify,q121_current_activity,q121_b_other_specify,q122_experience_salary_delay,q116b
12417,1,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,1.0
12455,1,Other,MALE,35-44,NO,YES,, ,,,,,,,,,
12455,2,Doctor,MALE,,YES,YES,, ,,,,,,,,,
12455,3,Doctor,MALE,,YES,YES,, ,,,,,,,,,
12455,4,Doctor,MALE,25-34,YES,YES,, ,Doctor,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,4.0
12455,5,Doctor,FEMALE,25-34,YES,YES,, ,Doctor,FEMALE,YES,, ,REVIEWING OR WRITING IN CART, ,NO,5.0
12455,6,Doctor,MALE,25-34,YES,YES,, ,Doctor,MALE,YES,, ,GETTING MATERIALS OR EQUIPMENT FOR CONSULTATION, ,NO,6.0
12455,7,Doctor,FEMALE,25-34,YES,NO,SICK/MATERNITY, ,Doctor,FEMALE,NO,APPROVED ABSENCE, ,, ,,7.0
12455,8,Doctor,MALE,,YES,YES,, ,,,,,,,,,
12455,9,Doctor,FEMALE,25-34,YES,YES,, ,Doctor,FEMALE,YES,, ,LOOKING UP MEDICAL INFORMATION, ,NO,9.0
12455,10,Doctor,MALE,25-34,YES,YES,, ,,,,,,,,,
12455,11,Doctor,FEMALE,25-34,YES,YES,, ,,,,,,,,,
12455,12,Doctor,MALE,25-34,YES,YES,, ,Doctor,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,12.0
12455,13,Clinical Officer,MALE,45 or older,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
12455,14,Clinical Officer,MALE,45 or older,YES,NO,NOT HIS/HER SHIFT, ,Clinical Officer,MALE,NO,APPROVED ABSENCE, ,, ,,14.0
12455,15,Clinical Officer,FEMALE,45 or older,YES,YES,, ,,,,,,,,,
12455,16,Clinical Officer,MALE,35-44,YES,YES,, ,,,,,,,,,
12455,17,Clinical Officer,FEMALE,45 or older,YES,YES,, ,,,,,,,,,
12455,18,Clinical Officer,MALE,35-44,YES,NO,APPROVED ABSENCE, ,,,,,,,,,
12455,19,Clinical Officer,MALE,45 or older,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
12455,20,Clinical Officer,FEMALE,25-34,YES,NO,APPROVED ABSENCE, ,Clinical Officer,FEMALE,NO,APPROVED ABSENCE, ,, ,,20.0
12455,21,Clinical Officer,MALE,,YES,NO,APPROVED ABSENCE, ,Clinical Officer,MALE,NO,APPROVED ABSENCE, ,, ,,21.0
12455,22,Clinical Officer,FEMALE,,YES,YES,, ,,,,,,,,,
12455,23,Clinical Officer,FEMALE,,YES,NO,APPROVED ABSENCE, ,Clinical Officer,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,23.0
12455,24,Clinical Officer,MALE,35-44,YES,YES,, ,,,,,,,,,
12455,25,Clinical Officer,FEMALE,,YES,YES,, ,,,,,,,,,
12456,1,Nurse,FEMALE,45 or older,YES,YES,, ,Nurse,FEMALE,NO,OFFICIAL MISSION, ,, ,,1.0
12456,2,Nurse,FEMALE,45 or older,YES,YES,, ,Nurse,FEMALE,NO,SICK/MATERNITY, ,, ,,2.0
12456,3,Other,FEMALE,25-34,NO,NO,APPROVED ABSENCE, ,Other,FEMALE,NO,APPROVED ABSENCE, ,, ,,3.0
12468,1,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
12468,2,Nurse,FEMALE,25-34,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,2.0
12477,1,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,GETTING MATERIALS OR EQUIPMENT FOR CONSULTATION, ,NO,1.0
12477,2,Nurse,MALE,35-44,YES,YES,, ,Nurse,MALE,YES,, ,GETTING MATERIALS OR EQUIPMENT FOR CONSULTATION, ,NO,2.0
12477,3,Nurse,FEMALE,45 or older,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,3.0
12477,4,Nurse,MALE,35-44,YES,YES,, ,Nurse,MALE,YES,, ,CHECKING SCHEDULE, ,NO,4.0
12477,5,Other,MALE,35-44,NO,NO,OFFICIAL MISSION, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,YES,5.0
12483,1,Nurse,MALE,25-34,YES,NO,IN TRAINING/SEMINAR, ,Nurse,MALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,YES,1.0
12483,2,Clinical Officer,FEMALE,25-34,YES,NO,APPROVED ABSENCE, ,Clinical Officer,FEMALE,NO,APPROVED ABSENCE, ,, ,,2.0
12483,3,Other,MALE,45 or older,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,YES,3.0
12483,4,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,COMPLETING FORMS, ,YES,4.0
12483,5,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,COMPLETING FORMS, ,YES,5.0
12483,6,Other,MALE,25-34,NO,NO,OFFICIAL MISSION, ,Other,MALE,NO,OFFICIAL MISSION, ,, ,,6.0
12485,1,Nurse,MALE,45 or older,NO,YES,, ,,,,,,,,,
12485,2,Nurse,MALE,45 or older,NO,YES,, ,Nurse,FEMALE,YES,, ,LOOKING UP MEDICAL INFORMATION, ,NO,2.0
12485,3,Nurse,MALE,45 or older,NO,YES,, ,Nurse,MALE,NO,OFFICIAL MISSION, ,, ,,3.0
12485,4,Other,FEMALE,25-34,NO,YES,, ,,,,,,,,,
12485,5,Clinical Officer,FEMALE,,YES,YES,, ,,,,,,,,,
12485,6,Clinical Officer,MALE,,YES,YES,, ,Clinical Officer,MALE,YES,, ,CHECKING SCHEDULE, ,NO,6.0
12485,7,Other,MALE,25-34,NO,NO,APPROVED ABSENCE, ,Other,MALE,NO,APPROVED ABSENCE, ,, ,,7.0
12485,8,Nurse,FEMALE,25-34,NO,YES,, ,Nurse,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,8.0
12485,9,Doctor,FEMALE,,YES,NO,OFFICIAL MISSION, ,Doctor,MALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,NO,9.0
12485,10,Nurse,MALE,35-44,NO,YES,, ,Nurse,MALE,YES,, ,COMPLETING FORMS, ,NO,10.0
12485,11,Nurse,MALE,45 or older,NO,YES,, ,,,,,,,,,
12485,12,Nurse,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,12.0
12485,13,Nurse,MALE,25-34,NO,NO,APPROVED ABSENCE, ,Nurse,MALE,NO,APPROVED ABSENCE, ,, ,,13.0
12485,14,Clinical Officer,MALE,45 or older,YES,NO,APPROVED ABSENCE, ,Clinical Officer,MALE,NO,APPROVED ABSENCE, ,, ,,14.0
12485,15,Other,MALE,35-44,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
12485,16,Doctor,FEMALE,,YES,NO,APPROVED ABSENCE, ,,,,,,,,,
12499,1,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,NO,NOT APPROVED ABSENCE, ,, ,,1.0
12499,2,Clinical Officer,FEMALE,25-34,YES,NO,SICK/MATERNITY, ,Clinical Officer,FEMALE,NO,SICK/MATERNITY, ,, ,,2.0
12499,3,Nurse,FEMALE,25-34,YES,NO,SICK/MATERNITY, ,Nurse,FEMALE,NO,SICK/MATERNITY, ,, ,,3.0
12521,1,Nurse,FEMALE,35-44,YES,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,1.0
12521,2,Nurse,FEMALE,25-34,YES,NO,IN TRAINING/SEMINAR, ,Nurse,FEMALE,NO,IN TRAINING/SEMINAR, ,, ,,2.0
12521,3,Doctor,MALE,45 or older,YES,YES,, ,Doctor,MALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,3.0
12521,4,Nurse,FEMALE,Younger than 25,YES,YES,, ,Nurse,FEMALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,YES,4.0
12521,5,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,YES,5.0
12521,6,Clinical Officer,MALE,25-34,YES,NO,IN TRAINING/SEMINAR, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,6.0
12521,7,Other,MALE,45 or older,NO,NO,APPROVED ABSENCE, ,Other,MALE,NO,APPROVED ABSENCE, ,, ,,7.0
12521,8,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,NO,8.0
12523,1,Nurse,FEMALE,35-44,YES,YES,, ,,,,,,,,,
12523,2,Nurse,MALE,25-34,YES,YES,, ,,,,,,,,,
12523,3,Nurse,FEMALE,35-44,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,3.0
12523,4,Nurse,FEMALE,25-34,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,4.0
12523,5,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,5.0
12523,6,Nurse,FEMALE,25-34,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,6.0
12523,7,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
12523,8,Nurse,FEMALE,45 or older,YES,YES,, ,,,,,,,,,
12523,9,Nurse,MALE,45 or older,YES,NO,APPROVED ABSENCE, ,Nurse,MALE,NO,NOT HIS/HER SHIFT, ,, ,,9.0
12523,10,Nurse,FEMALE,45 or older,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
12523,11,Nurse,FEMALE,35-44,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,11.0
12523,12,Nurse,FEMALE,45 or older,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
12523,13,Clinical Officer,MALE,25-34,YES,NO,APPROVED ABSENCE, ,,,,,,,,,
12523,14,Nurse,MALE,45 or older,YES,NO,IN TRAINING/SEMINAR, ,Nurse,MALE,NO,IN TRAINING/SEMINAR, ,, ,,14.0
12523,15,Clinical Officer,MALE,,YES,NO,APPROVED ABSENCE, ,,,,,,,,,
12523,16,Other,MALE,35-44,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
12523,17,Other,MALE,25-34,NO,NO,APPROVED ABSENCE, ,Other,MALE,NO,APPROVED ABSENCE, ,, ,,17.0
12523,18,Other,MALE,25-34,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
12523,19,Nurse,FEMALE,,NO,NO,DOING FIELDWORK, ,,,,,,,,,
12523,20,Other,MALE,35-44,NO,YES,, ,,,,,,,,,
12523,21,Other,MALE,45 or older,NO,YES,, ,,,,,,,,,
12523,22,Other,MALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,YES,22.0
12523,23,Other,MALE,45 or older,NO,NO,DOING FIELDWORK, ,,,,,,,,,
12523,24,Other,MALE,45 or older,NO,NO,DOING FIELDWORK, ,,,,,,,,,
12523,25,Other,MALE,45 or older,NO,NO,DOING FIELDWORK, ,Other,MALE,NO,DOING FIELDWORK, ,, ,,25.0
12587,1,Doctor,FEMALE,25-34,YES,YES,, ,,,,,,,,,
12587,2,Doctor,MALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,Doctor,MALE,NO,NOT HIS/HER SHIFT, ,, ,,2.0
12587,3,Clinical Officer,MALE,25-34,YES,YES,, ,,,,,,,,,
12587,4,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,4.0
12587,5,Clinical Officer,FEMALE,25-34,YES,YES,, ,Clinical Officer,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,5.0
12587,6,Clinical Officer,FEMALE,35-44,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
12587,7,Clinical Officer,MALE,35-44,YES,NO,OFFICIAL MISSION, ,Clinical Officer,MALE,NO,OFFICIAL MISSION, ,, ,,7.0
12587,8,Other,MALE,25-34,NO,NO,OFFICIAL MISSION, ,,,,,,,,,
12587,9,Other,MALE,Younger than 25,NO,YES,, ,,,,,,,,,
12587,10,Other,MALE,35-44,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,10.0
12587,11,Other,MALE,25-34,NO,NO,OFFICIAL MISSION, ,,,,,,,,,
12587,12,Other,MALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,Other,MALE,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS, ,NO,12.0
12587,13,Nurse,FEMALE,45 or older,NO,NO,OFFICIAL MISSION, ,,,,,,,,,
12587,14,Nurse,FEMALE,25-34,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
12587,15,Nurse,FEMALE,25-34,NO,YES,, ,Nurse,FEMALE,YES,, ,REVIEWING OR WRITING IN CART, ,NO,15.0
12587,16,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
12587,17,Nurse,FEMALE,Younger than 25,NO,YES,, ,,,,,,,,,
12587,18,Nurse,FEMALE,Younger than 25,NO,YES,, ,,,,,,,,,
12587,19,Nurse,FEMALE,25-34,NO,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,19.0
12587,20,Nurse,FEMALE,Younger than 25,NO,YES,, ,Nurse,FEMALE,YES,, ,CHECKING SCHEDULE, ,NO,20.0
12587,21,Nurse,FEMALE,25-34,NO,YES,, ,,,,,,,,,
12587,22,Nurse,FEMALE,35-44,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
12587,23,Nurse,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
12587,24,Nurse,FEMALE,25-34,NO,YES,, ,Nurse,FEMALE,YES,, ,CHECKING SCHEDULE, ,NO,24.0
12587,25,Nurse,MALE,Younger than 25,NO,YES,, ,,,,,,,,,
12599,1,Nurse,FEMALE,35-44,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,1.0
12599,2,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,2.0
12599,3,Nurse,FEMALE,45 or older,YES,NO,OFFICIAL MISSION, ,Nurse,FEMALE,NO,OFFICIAL MISSION, ,, ,,3.0
12599,4,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,COMPLETING FORMS, ,NO,4.0
12609,1,Nurse,FEMALE,45 or older,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
12609,2,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,2.0
12693,1,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
12693,2,Nurse,FEMALE,45 or older,YES,YES,, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,2.0
12693,3,Nurse,FEMALE,25-34,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,3.0
12693,4,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,NO,OFFICIAL MISSION, ,, ,,4.0
12693,5,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,NO,APPROVED ABSENCE, ,, ,,5.0
12724,1,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
12724,2,Nurse,FEMALE,45 or older,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,2.0
12737,1,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
12737,2,Nurse,FEMALE,45 or older,YES,NO,OFFICIAL MISSION, ,Nurse,FEMALE,NO,OFFICIAL MISSION, ,, ,,2.0
12737,3,Other,FEMALE,35-44,NO,YES,, ,Other,FEMALE,NO,OFFICIAL MISSION, ,, ,,3.0
12737,4,Other,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,Other,FEMALE,NO,APPROVED ABSENCE, ,, ,,4.0
12737,5,Other,FEMALE,35-44,NO,NO,APPROVED ABSENCE, ,Other,FEMALE,NO,APPROVED ABSENCE, ,, ,,5.0
12737,6,Other,FEMALE,25-34,NO,NO,APPROVED ABSENCE, ,Other,FEMALE,NO,APPROVED ABSENCE, ,, ,,6.0
12789,1,Clinical Officer,FEMALE,25-34,YES,YES,, ,Clinical Officer,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
12789,2,Other,MALE,35-44,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,2.0
12789,3,Nurse,MALE,25-34,YES,NO,APPROVED ABSENCE, ,Nurse,MALE,YES,, ,GETTING MATERIALS OR EQUIPMENT FOR CONSULTATION, ,NO,3.0
12789,4,Nurse,FEMALE,35-44,YES,YES,, ,Nurse,FEMALE,NO,OFFICIAL MISSION, ,, ,,4.0
12789,5,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,5.0
12789,6,Nurse,MALE,Younger than 25,YES,NO,IN TRAINING/SEMINAR, ,Nurse,MALE,YES,, ,CHECKING SCHEDULE, ,YES,6.0
12789,7,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,NO,7.0
12839,1,Nurse,FEMALE,35-44,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
12839,2,Clinical Officer,FEMALE,25-34,YES,NO,OFFICIAL MISSION, ,Clinical Officer,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,2.0
12839,3,Nurse,FEMALE,25-34,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,3.0
12839,4,Other,MALE,25-34,NO,NO,APPROVED ABSENCE, ,Other,MALE,NO,APPROVED ABSENCE, ,, ,,4.0
12839,5,Other,MALE,35-44,NO,NO,DOING FIELDWORK, ,Other,MALE,NO,DOING FIELDWORK, ,, ,,5.0
12839,6,Other,FEMALE,Younger than 25,NO,YES,, ,Other,FEMALE,YES,, ,OTHER (SPECIFY), ,NO,6.0
12849,1,Nurse,FEMALE,Younger than 25,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
12849,2,Nurse,FEMALE,35-44,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,2.0
12849,3,Clinical Officer,FEMALE,25-34,YES,YES,, ,Clinical Officer,FEMALE,NO,DOING FIELDWORK, ,, ,,3.0
12849,4,Other,MALE,25-34,NO,NO,APPROVED ABSENCE, ,Other,MALE,YES,, ,WRITING A PRESCRIPTION, ,NO,4.0
12849,5,Other,MALE,Younger than 25,NO,NO,APPROVED ABSENCE, ,Other,MALE,NO,APPROVED ABSENCE, ,, ,,5.0
12849,6,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,6.0
12853,1,Nurse,MALE,35-44,YES,YES,, ,Nurse,MALE,NO,APPROVED ABSENCE, ,, ,,1.0
12853,2,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,2.0
12853,3,Nurse,FEMALE,35-44,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,3.0
12853,4,Nurse,FEMALE,25-34,YES,NO,DOING FIELDWORK, ,Nurse,FEMALE,YES,, ,COMPLETING FORMS, ,YES,4.0
12853,5,Nurse,FEMALE,25-34,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,YES,, ,WRITING A PRESCRIPTION, ,NO,5.0
12853,6,Other,FEMALE,35-44,NO,YES,, ,Other,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,6.0
12853,7,Nurse,FEMALE,35-44,YES,YES,, ,Nurse,FEMALE,YES,, ,CHECKING SCHEDULE, ,NO,7.0
12860,1,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
12860,2,Nurse,MALE,45 or older,YES,NO,OFFICIAL MISSION, ,Nurse,MALE,NO,OFFICIAL MISSION, ,, ,,2.0
12860,3,Clinical Officer,FEMALE,25-34,YES,NO,IN TRAINING/SEMINAR, ,Clinical Officer,FEMALE,NO,IN TRAINING/SEMINAR, ,, ,,3.0
12860,4,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,4.0
12876,1,Nurse,FEMALE,45 or older,NO,YES,, ,Nurse,FEMALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,NO,1.0
12876,2,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,NO,2.0
12876,3,Clinical Officer,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
12876,4,Nurse,MALE,45 or older,NO,YES,, ,Nurse,MALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,NO,4.0
12876,5,Nurse,FEMALE,35-44,NO,NO,IN TRAINING/SEMINAR, ,Nurse,FEMALE,NO,IN TRAINING/SEMINAR, ,, ,,5.0
12876,6,Nurse,FEMALE,45 or older,NO,YES,, ,Nurse,FEMALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,NO,6.0
12876,7,Nurse,FEMALE,25-34,NO,NO,IN TRAINING/SEMINAR, ,,,,,,,,,
12876,8,Nurse,FEMALE,25-34,NO,NO,IN TRAINING/SEMINAR, ,Nurse,FEMALE,NO,IN TRAINING/SEMINAR, ,, ,,8.0
12876,9,Nurse,FEMALE,25-34,NO,NO,IN TRAINING/SEMINAR, ,Nurse,FEMALE,NO,IN TRAINING/SEMINAR, ,, ,,9.0
12876,10,Other,FEMALE,25-34,NO,NO,APPROVED ABSENCE, ,Other,FEMALE,NO,APPROVED ABSENCE, ,, ,,10.0
12876,11,Other,MALE,35-44,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,11.0
12876,12,Other,FEMALE,35-44,NO,YES,, ,Other,FEMALE,YES,, ,OTHER (SPECIFY),CONSULTING,NO,12.0
12894,1,Nurse,FEMALE,25-34,YES,YES,, ,Doctor,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
12894,2,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,2.0
12905,1,Clinical Officer,FEMALE,25-34,NO,YES,, ,,,,,,,,,
12905,2,Clinical Officer,FEMALE,25-34,NO,YES,, ,,,,,,,,,
12905,3,Clinical Officer,FEMALE,25-34,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
12905,4,Clinical Officer,FEMALE,25-34,NO,YES,, ,,,,,,,,,
12905,5,Clinical Officer,FEMALE,25-34,NO,YES,, ,,,,,,,,,
12905,6,Clinical Officer,FEMALE,25-34,NO,YES,, ,,,,,,,,,
12905,7,Other,FEMALE,25-34,NO,YES,, ,,,,,,,,,
12905,8,Other,FEMALE,25-34,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
12905,9,Other,FEMALE,35-44,NO,YES,, ,,,,,,,,,
12905,10,Doctor,FEMALE,25-34,YES,YES,, ,,,,,,,,,
12905,11,Doctor,FEMALE,25-34,YES,YES,, ,Doctor,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,11.0
12905,12,Doctor,MALE,25-34,YES,YES,, ,Doctor,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,12.0
12905,13,Doctor,MALE,45 or older,YES,YES,, ,,,,,,,,,
12905,14,Doctor,MALE,35-44,YES,YES,, ,,,,,,,,,
12905,15,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,15.0
12905,16,Other,MALE,25-34,NO,YES,, ,,,,,,,,,
12905,17,Other,FEMALE,25-34,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
12905,18,Other,FEMALE,25-34,NO,YES,, ,,,,,,,,,
12905,19,Other,MALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,19.0
12905,20,Other,MALE,25-34,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
12905,21,Other,FEMALE,25-34,NO,YES,, ,,,,,,,,,
12905,22,Other,FEMALE,25-34,NO,YES,, ,,,,,,,,,
12905,23,Other,MALE,Younger than 25,NO,YES,, ,,,,,,,,,
12905,24,Other,MALE,Younger than 25,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,24.0
12905,25,Nurse,FEMALE,25-34,NO,YES,, ,Nurse,FEMALE,NO,OFFICIAL MISSION, ,, ,,25.0
12905,26,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
12905,27,Nurse,FEMALE,25-34,NO,YES,, ,Nurse,FEMALE,YES,, ,LOOKING UP MEDICAL INFORMATION, ,NO,27.0
12905,28,Nurse,MALE,Younger than 25,NO,YES,, ,Nurse,MALE,YES,, ,COMPLETING FORMS, ,NO,28.0
12905,29,Nurse,MALE,25-34,NO,YES,, ,,,,,,,,,
12905,30,Nurse,FEMALE,25-34,NO,YES,, ,Nurse,FEMALE,NO,OFFICIAL MISSION, ,, ,,30.0
12905,31,Nurse,FEMALE,35-44,NO,YES,, ,Nurse,FEMALE,NO,OFFICIAL MISSION, ,, ,,31.0
12905,32,Nurse,FEMALE,25-34,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
12905,33,Nurse,FEMALE,25-34,NO,YES,, ,,,,,,,,,
