fac_id,id11,id1,id2,id3,id4,id6a,m1sa1q1,m1sa1q2,m0s0q0,m1sbq4,m1sbq8,m1sbq13,m1sbq24,m1sbq25,m1sbq26,m1sbq27,m1sbq28,m1sbq29,m1sbq30,m1sbq34a,m1scq17_a,m1scq17_b,m1scq17_c,m1scq17_d,m1scq17_e,m1scq17_f,m1scq17_g,m1scq17_h,m1scq17_i,m1scq17_j,m1scq17_j_autre,m1scq17_k,m1scq17_l,m1scq17_m,m1scq17_n,m1scq18,m1scq20_a,m1scq20_b,m1scq20_c,m1scq20_d,m1scq20_e,m1scq20_f,m1scq20_g,m1scq20_h,m1scq20_i,m1scq20_j,m1scq20_j_autre,m1scq20_k,m1scq20_l,m1scq20_m,m1scq20_n,m1scq21,m1scq22,m1scq23,m1scq24,m1scq25,m1scq26_a,m1scq26_f,m1scq27_a,m1scq27_f,m1scq28_a,m1scq28_f,m1scq29_a,m1scq29_f,m1scq30_a,m1scq30_f,m1scq31_a,m1scq31_f,m1scq32_a,m1scq32_f,m1scq33_a,m1scq33_f,m1sdq1a,m1sdq1b1,m1sdq2a,m1sdq2b1,m1sdq3a,m1sdq3b1,m1sdq4a,m1sdq4b1,m1sdq5a,m1sdq5b1,m1sdq6a,m1sdq6b1,m1sdq7a,m1sdq7b1,m1sdq8a,m1sdq8b1,m1sdq9a,m1sdq9b1,m1sdq10a,m1sdq10b1,m1sdq11a,m1sdq11b1,m1sdq12a,m1sdq12b1,m1sdq13a,m1sdq13b1,m1seqa_1,m1seqb_1,m1seqa_2,m1seqb_2,m1seqa_3,m1seqb_3,m1seqa_4,m1seqb_4,m1seqa_5,m1seqb_5,m1seqa_6,m1seqb_6,m1seqa_7,m1seqb_7,m1seqa_8,m1seqb_8,m1seqa_9,m1seqb_9,m1seqa_10,m1seqb_10,m1seqa_11,m1seqb_11,m1seqa_12,m1seqb_12,m1seqa_13,m1seqb_13,m1seqa_14,m1seqb_14,m1seqa_15,m1seqb_15,m1seqa_16,m1seqb_16,m1seqa_17,m1seqb_17,m1seqa_18,m1seqb_18,m1seqa_19,m1seqb_19,m1seqa_20,m1seqb_20,m1seqa_21,m1seqb_21,m1seqa_22,m1seqb_22,m1seqa_23,m1seqb_23,m1seqa_24,m1seqb_24,m1seqa_25,m1seqb_25,m1seqa_26,m1seqb_26,m1seqa_27,m1seqb_27,m1seqa_28,m1seqb_28,m1seqa_29,m1seqb_29,m1seqa_30,m1seqb_30,m1seqa_31,m1seqb_31,m1seqa_32,m1seqb_32,m1seqa_33,m1seqb_33,m1seqa_34,m1seqb_34,m1seqa_35,m1seqb_35,m1seqa_36,m1seqb_36,m1seqa_37,m1seqb_37,m1seqa_38,m1seqb_38,m1seqa_39,m1seqb_39,m1seqa_40,m1seqb_40,m1seqa_41,m1seqb_41,m1seqa_42,m1seqb_42,m1seqa_43,m1seqb_43,m1seqa_44,m1seqb_44,m1seqa_45,m1seqb_45,m1seqa_46,m1seqb_46,m1seqa_47,m1seqb_47,m1seqa_48,m1seqb_48,m1seqa_49,m1seqb_49,m1seq49a,m1seq49b,m1seq50,m1seq5b,m1seq51a,m1seq5c,m1seq52a,m1seq52b,m1seq52c,m1seq53,m1seq53a,m1seq53b,m1seq53c,m1seq5e,m1seq55,m1seq57,m1seq58,m1seq59,m1seq60,m1seq60_autre,m1seq61,m1seq62,m1seq63,m1seq64,m1seq65,m1seq66,m1seq67,m1seq68,m1seq69,m1seq70,m1seq71,m1seq72,m1seq73,m1seq74
224,224,21,208,208004,208004224,23,oui,,questionnaire complet,Public,Health Center,0-500,oui,oui,oui,oui,oui,oui,non,50 or less,non,non,non,non,oui,non,non,non,non,non,,non,non,non,non,"dechets visibles, non proteges",non,non,non,non,oui,non,non,non,non,non,,non,non,non,non,,,"dechets visibles, non proteges",non,oui,non,,oui (observe),oui (observe),non,,oui (observe),oui (observe),non,,non,,non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,non,,,,4,,5,,4,,oui,budget de la province,5,,oui,budget de l'etat,5,,5,,5,,5,,4,,5,,oui,budget de l'etat,5,,4,,4,,4,,4,,oui,budget de l'etat,5,,5,,4,,5,,4.0,,non,budget de la province,oui,budget de l'etat,4,,non,budget de l'etat,4,,4,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,5,,oui,budget de la province,6,,4,,oui,budget de la province,4,,non,budget de la province,oui,budget de l'etat,4,,oui,budget de l'etat,4,,oui,budget de l'etat,non,budget de la province,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,34.2,pas de dechets visibles,essence/petrole/fuel,,oui (observe),oui (observe),5.0,oui (observe),oui (observe),oui (observe),5.0,oui (observe),pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
225,225,21,208,208005,208005225,109,oui,,questionnaire complet,Public,Health Post,1001-2000,oui,oui,oui,oui,oui,non,non,Over 50,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,pas de dechets visibles,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,,,pas de dechets visibles,oui ? directives observees,oui,oui (observe),non,oui (observe),oui (observe),non,,oui (observe),oui (observe),non,,non,,non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,non,,oui (observe),oui (observe),,,oui,budget de l'etat,5,,4,,oui,budget de l'etat,5,,4,,5,,5,,5,,5,,oui,budget de l'etat,5,,oui,budget de l'etat,5,,5,,5,,5,,5,,oui,budget de l'etat,oui,budget de l'etat,4,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,4,,oui,budget de l'etat,4,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,4,,oui,budget de l'etat,oui,budget de l'etat,4,,5,,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,47.7,pas de dechets visibles,reseau electrique (jirama),,oui (observe),oui (observe),5.0,oui (observe),oui (observe),oui (observe),5.0,oui (observe),pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
226,226,21,208,208006,208006226,112,oui,,questionnaire complet,Public,Health Center,501-1000,oui,oui,oui,oui,oui,oui,oui,50 or less,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,dechets visibles mais  zone protegee,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,,,dechets visibles mais  zone protegee,non,non,non,,oui (observe),oui (observe),non,,oui (observe),oui (observe),non,,non,,non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,non,,oui (non observe),oui (non observe),,,oui,budget de l'etat,5,,4,,5,,5,,4,,5,,5,,5,,5,,oui,budget de la province,5,,oui,budget de l'etat,5,,5,,5,,5,,5,,oui,budget de l'etat,4,,5,,oui,budget de l'etat,5,,oui,budget de l'etat,4,,oui,budget de l'etat,5,,5,,oui,budget de l'etat,4,,4,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,5,,oui,budget de la province,6,,4,,4,,5,,oui,budget de l'etat,oui,budget de l'etat,4,,oui,budget de l'etat,5,,oui,budget de l'etat,5,,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,64.0,pas de dechets visibles,panneau solaire,,oui (observe),oui (observe),5.0,oui (observe),oui (observe),oui (observe),5.0,oui (observe),pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
227,227,21,208,208006,208006227,109,oui,,questionnaire complet,Public,Health Post,0-500,oui,oui,oui,oui,oui,non,non,50 or less,non,non,non,oui,non,non,non,non,non,non,,non,non,non,non,"dechets visibles, non proteges",non,non,non,oui,non,non,non,non,non,non,,non,non,non,non,,,"dechets visibles, non proteges",oui ? directives observees,oui,non,,non,,non,,oui (observe),oui (observe),non,,non,,non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,oui (observe),oui (observe),oui (observe),non,oui (observe),oui (observe),non,,non,,non,,non,,non,,non,,,,4,,4,,4,,oui,budget de la province,5,,5,,5,,5,,5,,6,,oui,budget de l'etat,4,,oui,budget de la province,5,,5,,5,,5,,5,,oui,budget de l'etat,4,,5,,4,,6,,4.0,,oui,budget de l'etat,oui,budget de l'etat,5,,5,,4,,4,,5,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,5,,oui,budget de la province,6,,4,,4,,oui,budget de l'etat,4,,5,,oui,budget de l'etat,oui,budget de l'etat,5,,5,,oui,budget de l'etat,oui (dans l'etablissement),aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,46.2,pas de dechets visibles,essence/petrole/fuel,,oui (observe),oui (observe),4.0,oui (observe),oui (observe),oui (observe),5.0,oui (observe),pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
228,228,21,208,208007,208007228,23,oui,,questionnaire complet,Public,Health Center,501-1000,oui,oui,oui,oui,oui,oui,non,Over 50,non,non,non,non,non,non,non,non,non,non,,non,oui,non,non,dechets visibles mais  zone protegee,non,non,non,non,non,non,non,non,non,non,,non,oui,non,non,oui,non,pas de dechets visibles,oui ? directives observees,non,oui (observe),non,non,,non,,oui (observe),oui (observe),non,,non,,non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,non,,non,,non,,,,oui,budget de l'etat,5,,5,,oui,budget de la province,5,,5,,5,,5,,5,,5,,5,,4,,oui,budget de l'etat,5,,4,,4,,4,,4,,oui,budget de l'etat,4,,oui,budget de l'etat,oui,budget de l'etat,6,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,5,,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,5,,oui,budget de la province,6,,oui,budget de l'etat,oui,budget de la province,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,39.7,"dechets visibles, non proteges",panneau solaire,,oui (observe),oui (observe),5.0,oui (observe),oui (observe),oui (observe),5.0,oui (observe),pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
229,229,21,208,208008,208008229,121,oui,,questionnaire complet,Public,Health Center,0-500,oui,oui,oui,oui,oui,oui,oui,50 or less,non,non,non,non,non,non,non,non,non,non,,non,non,non,oui,pas de dechets visibles,non,non,non,non,non,non,non,non,non,non,,non,non,non,oui,non,non,pas de dechets visibles,oui ? directives non observees,oui,non,,oui (non observe),oui (non observe),non,,oui (observe),oui (observe),non,,non,,non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,non,,oui (observe),oui (observe),,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,5,,5,,5,,oui,budget de la province,oui,budget de l'etat,oui,budget de l'etat,5,,5,,5,,5,,5,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,4,,oui,budget de l'etat,oui,budget de l'etat,4,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,5,,5,,6,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,42.6,pas de dechets visibles,panneau solaire,,oui (observe),oui (observe),5.0,oui (observe),oui (observe),oui (observe),5.0,oui (observe),pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
230,230,21,208,208009,208009230,121,oui,,questionnaire complet,Public,Health Center,1001-2000,oui,oui,oui,non,non,non,non,Over 50,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,"dechets visibles, non proteges",non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,,,"dechets visibles, non proteges",non,oui,oui (observe),non,oui (observe),oui (observe),non,,oui (observe),oui (observe),non,,non,,oui (non observe),non,non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,non,,oui (observe),oui (observe),,,oui,budget de l'etat,5,,5,,4,,5,,oui,budget de l'etat,5,,5,,5,,5,,oui,budget de la province,5,,4,,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,4,,5,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de la province,5,,5,,4,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,5,,oui,budget de la province,5,,5,,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,4,,oui,budget de l'etat,5,,4,,4,,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,55.5,pas de dechets visibles,panneau solaire,,oui (observe),oui (observe),4.0,4.0,oui (observe),oui (observe),5.0,oui (observe),pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
231,231,21,208,208010,208010231,83,oui,,questionnaire complet,Public,Health Center,0-500,oui,oui,oui,oui,oui,oui,oui,50 or less,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,dechets visibles mais  zone protegee,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,,,dechets visibles mais  zone protegee,non,non,non,,non,,non,,oui (observe),oui (observe),non,,non,,non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,non,,non,,,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de la province,5,,5,,5,,5,,5,,5,,4,,4,,oui,budget de l'etat,5,,5,,5,,5,,5,,oui,budget de l'etat,4,,5,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,4,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,5,,oui,budget de la province,6,,oui,budget de la province,oui,budget de l'etat,oui,budget de l'etat,4,,oui,budget de l'etat,4,,oui,budget de l'etat,oui,budget de l'etat,4,,4,,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,41.5,pas de dechets visibles,panneau solaire,,oui (observe),oui (observe),4.0,oui (observe),oui (observe),oui (observe),4.0,oui (observe),pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
232,232,21,208,208011,208011232,99,oui,,questionnaire complet,Public,Health Center,1001-2000,oui,oui,oui,oui,oui,non,oui,Over 50,non,non,non,non,non,non,non,non,non,non,,non,non,non,oui,pas de dechets visibles,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,oui,non,dechets visibles mais  zone protegee,non,non,non,,non,,non,,oui (observe),oui (observe),non,,non,,oui (observe),non,non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (non observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (non observe),non,,non,,non,,oui (observe),oui (observe),,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de la province,5,,5,,5,,5,,5,,5,,4,,5,,oui,budget de l'etat,5,,5,,5,,5,,5,,oui,budget de l'etat,4,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de la province,5,,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,4,,5,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,4,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,42.1,pas de dechets visibles,panneau solaire,,oui (observe),oui (observe),4.0,oui (observe),oui (observe),oui (observe),oui (observe),5.0,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
233,233,21,201,201001,201001233,82,oui,,questionnaire complet,Private,Hospital,Over 3000,,,,,,,,,non,non,non,non,non,non,non,non,non,non,,non,oui,non,non,pas de dechets visibles,non,non,non,non,non,non,non,non,non,non,,non,oui,non,non,,,pas de dechets visibles,non,non,oui (observe),oui (observe),non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,oui (observe),oui (observe),non,,oui (observe),oui (observe),non,,,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,5,,5,,oui,budget de l'etat,oui,budget de l'etat,4,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,4,,4,,5,,oui,budget de l'etat,oui,budget de l'etat,5,,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,42.3,pas de dechets visibles,reseau electrique (jirama),,oui (observe),oui (observe),5.0,oui (observe),oui (observe),5.0,5.0,oui (observe),pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
234,234,21,201,201002,201002234,110,oui,,questionnaire complet,Public,Health Center,1001-2000,oui,oui,oui,oui,oui,oui,non,Over 50,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,dechets visibles mais  zone protegee,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,,,dechets visibles mais  zone protegee,oui ? directives observees,non,non,,oui (observe),oui (observe),non,,non,,non,,oui (non observe),oui (non observe),non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,non,,non,,oui (observe),non,non,,,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de la province,5,,5,,5,,5,,5,,5,,oui,budget de la province,5,,oui,budget de la province,5,,5,,5,,5,,5,,oui,budget de l'etat,oui,budget de la province,5,,4,,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,5,,oui,budget de la province,5,,4,,oui,budget de l'etat,oui,budget de l'etat,4,,oui,budget de l'etat,4,,oui,budget de l'etat,5,,4,,4,,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,aucune/ brousse,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,43.5,pas de dechets visibles,autre (preciser),JIRO  JIRAMAAVY AO @ RASAZY,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
235,235,21,201,201002,201002235,83,oui,,questionnaire complet,Public,Health Center,501-1000,oui,oui,non,oui,oui,non,oui,50 or less,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,pas de dechets visibles,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,,,pas de dechets visibles,oui ? directives observees,oui,non,,non,,non,,oui (observe),oui (observe),non,,oui (non observe),oui (non observe),non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,non,,non,,,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de la province,5,,oui,budget de l'etat,5,,5,,5,,5,,oui,budget de l'etat,5,,oui,budget de l'etat,5,,5,,5,,5,,5,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,5,,oui,budget de l'etat,5,,5,,3,budget de l'etat,3,budget de l'etat,5,,oui,budget de l'etat,5,,5,,oui,budget de la province,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,4,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,44.4,"dechets visibles, non proteges",essence/petrole/fuel,,oui (observe),oui (observe),4.0,oui (observe),oui (observe),oui (observe),5.0,oui (observe),pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
236,236,21,201,201002,201002236,99,oui,,questionnaire complet,Public,Health Center,2001-3000,,,,,,,,,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,dechets visibles mais  zone protegee,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,,,dechets visibles mais  zone protegee,oui ? directives observees,non,non,,non,,non,,oui (observe),oui (observe),non,,oui (observe),oui (observe),non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,non,,non,,oui (non observe),oui (non observe),oui (observe),oui (observe),,,oui,budget de l'etat,5,,4,,4,,5,,oui,budget de l'etat,5,,5,,5,,5,,oui,budget de l'etat,5,,oui,budget de la province,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de la province,5,,4,,oui,budget de l'etat,4,,5,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,5,,5,,5,,4,,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,4,,oui,budget de l'etat,oui,budget de l'etat,4,,5,,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,aucune/ brousse,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,45.5,pas de dechets visibles,reseau electrique (jirama),,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
