fac_id,wgt_fac,wgt_abs,wgt_know,has_weights,m1saq1,m1saq2,m1saq3,m1saq5,m1saq7,m1saq10_1b,m1saq10_2b,m1saq11,m1saq11_hr,m1saq11_mn,m1saq12,m1saq12_hr,m1saq12_mn,m1saq14a,m1saq14a_hr,m1saq14a_mn,m1saq14b,m1saq14b_hr,m1saq14b_mn,m1saq15_1b,m1saq15_2b,m1saq16a,m1saq16c,m1sa1q1,m1sa1q2,m1sbq4,m1sbq8,m1sbq14,m1sbq15,m1scq14a,m1scq14b,m1scq15a,m1scq15b,m1scq16a,m1scq16b,m1scq17a,m1scq17b,m1scq18a,m1scq18b,m1scq19a,m1scq19b,m1scq25a,m1scq25b,m1scq25c,m1scq25d,m1scq25e,m1scq25f,m1scq25g,m1scq25h,m1scq25i,m1scq25j,m1scq25k,m1scq25l,m1scq25m,m1scq25m_oth,m1scq25n,m1scq26,m1scq27a,m1scq27b,m1scq27c,m1scq27d,m1scq27e,m1scq27f,m1scq27g,m1scq27h,m1scq27i,m1scq27j,m1scq27k,m1scq27l,m1scq27m,m1scq27m_oth,m1scq27n,m1scq28,m1scq29,m1scq30,m1scq31,m1scq32,m1sdq1a,m1sdq1b,m1sdq2a,m1sdq2b,m1sdq3a,m1sdq3b,m1sdq4a,m1sdq4b,m1sdq5a,m1sdq5b,m1sdq6a,m1sdq6b,m1sdq7a,m1sdq7b,m1sdq8a,m1sdq8b,m1sdq9a,m1sdq9b,m1sdq10a,m1sdq10b,m1sdq11a,m1sdq11b,m1seq1,m1seq2,m1seq3,m1seq4,m1seq5,m1seq6,m1seq7,m1seq8,m1seq9,m1seq10,m1seq11,m1seq12,m1seq13,m1seq14,m1seq15,m1seq16,m1seq17,m1seq18,m1seq19,m1seq20,m1seq21,m1seq22,m1seq23,m1seq24,m1seq25,m1seq26,m1seq27,m1seq28,m1seq29,m1seq30,m1seq31,m1seq32a,m1seq33,m1seq34,m1seq35,m1seq36,m1seq37,m1seq38,m1seq39,m1seq40,m1seq41,m1seq42,m1seq43,m1seq44,m1seq45,m1seq46,m1seq47,m1seq48,m1seq49,m1seq50,m1seq51,m1seq52,m1seq53,m1seq54,m1seq55,m1seq56,m1seq57,m1seq58,has_facility,country,m1seq32b
3406001,5.3278685,207.78687,7.1038246,1,Taraba,6.0,601.0,3406001,Rural,341007,341008.0,1140,11,40,1730,17.0,30.0,1114,11.0,14.0,1415,14.0,15.0,341007.0,341008.0,Questionnaire Completed,10.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,Yes,0,0,0,0,0,0,0,0.0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",0,0,Yes,0,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),0.0,0,,0,,0,,0,,0.0,,At least one observed (AND non-expired),Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,Yes,,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Never available,Never available,Available,Available,Available,4.0,5.0,5.0,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,1.0
3406014,5.3278685,111.88524,79.91802,1,Taraba,6.0,605.0,3406014,Urban,341007,341008.0,1126,11,26,1826,18.0,26.0,820,8.0,20.0,1058,10.0,58.0,341007.0,341008.0,Questionnaire Completed,10.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,0,0,0,0.0,0,0.0,,0.0,NO WASTE VISIBLE,0,0,0,Yes,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,NO WASTE VISIBLE,,,0.0,0,Yes (not obsered),0.0,0,,Yes (not obsered),No,0,,0,,0,,0,,0,,0,,0,,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,4.0,5.0,5.0,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,0.0,Yes but not observed,1,Nigeria-2013,0.0
3406018,5.3278685,37.29508,15.983605,1,Taraba,6.0,604.0,3406018,Rural,341007,341008.0,1020,10,20,1630,16.0,30.0,907,9.0,7.0,1137,11.0,37.0,341007.0,341008.0,Questionnaire Completed,10.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,Yes,0,0,0,0,0,0,0,0,0.0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,Yes,0,0,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,0.0,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),No,0,,Yes (not obsered),No,0,,0,,0,,0,,0.0,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Yes but not observed,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,Available,5.0,5.0,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,1.0
3406021,1.0,27.0,3.0,1,Taraba,6.0,606.0,3406021,Rural,341007,341008.0,715,7,15,1741,17.0,41.0,728,7.0,28.0,0948,9.0,48.0,341007.0,341008.0,Questionnaire Completed,10.0,Yes,,Public,Hospital,,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,0,0,0,0.0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,0,Yes,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,NO WASTE VISIBLE,,,Yes - guidelines not observed,Yes,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),No,Yes (not obsered),No,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,At least one observed (AND non-expired),No,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,Available,5.0,5.0,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,1.0
3406023,5.3278685,15.983605,10.655737,1,Taraba,6.0,607.0,3406023,Rural,341007,341008.0,11 6,11,6,1748,17.0,48.0,855,8.0,55.0,1440,14.0,40.0,341007.0,341008.0,Questionnaire Completed,10.0,Yes,,Public,Health Center,,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,Yes,0,0,0,0,0,0,0,0.0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",0,0,Yes,0,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),0.0,Yes (not obsered),No,0,,Yes (not obsered),No,0,,0,,0,,0,,0.0,,At least one observed (AND non-expired),Not available today,Not available today,Never available,Never available,At least one observed (AND non-expired),Not available today,Never available,Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),0.0,0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,4.0,5.0,5.0,Available,Available,0.0,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
3406024,5.3278685,138.52458,22.64344,1,Taraba,6.0,607.0,3406024,Rural,341007,341008.0,1015,10,15,1720,17.0,20.0,850,8.0,50.0,1504,15.0,4.0,341007.0,341008.0,Questionnaire Completed,10.0,Yes,,Public,Health Center,50 or less,501-1000,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,0,Yes,0,0.0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,0,Yes,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,,,Yes - guidelines observed,Yes,Yes (not obsered),No,Yes (not obsered),0.0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,0,,0,,0,,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Never available,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,4.0,Available,Available,Available,5.0,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,1.0
3406026,5.3278685,74.59016,5.3278685,1,Taraba,6.0,610.0,3406026,Rural,341007,341008.0,1045,10,45,1638,16.0,38.0,905,9.0,5.0,1632,16.0,32.0,341007.0,341008.0,Questionnaire Completed,10.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,Yes,0,0,0,0,0,0,0,0.0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",0,0,Yes,0,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,0,,Yes (not obsered),0.0,Yes (not obsered),No,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,4.0,Available,4.0,Available,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,1.0
3407004,5.166667,25.833336,5.166667,1,Taraba,7.0,703.0,3407004,Urban,342001,342002.0,1210,12,10,1420,14.0,20.0,1043,10.0,43.0,1136,11.0,36.0,342002.0,342001.0,Questionnaire Completed,20.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,0,0,Yes,0,0.0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,0,0,0.0,0.0,0,0,0,Yes,0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,,,Yes - guidelines observed,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),No,0,,0,,0,,0,,0.0,,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Available BUT not observed,Not available today,Available BUT not observed,Never available,Available BUT not observed,Not available today,At least one observed (AND non-expired),0.0,0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,Available,5.0,5.0,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
3407006,5.166667,15.500001,5.166667,1,Taraba,7.0,711.0,3407006,Urban,342001,342002.0,1025,10,25,1541,15.0,41.0,1016,10.0,16.0,1130,11.0,30.0,342001.0,342002.0,Questionnaire Completed,20.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,Yes,0,0,0,0.0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",0,0,0,0,0.0,0.0,Yes,0,0,0,0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,0,,0,,0,,0.0,,At least one observed (AND non-expired),Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,Available,5.0,Available,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,1.0
3407012,5.5,104.5,9.625,1,Taraba,7.0,703.0,3407012,Urban,342001,342002.0,10 0,10,0,1520,15.0,20.0,910,9.0,10.0,0955,9.0,55.0,342001.0,342002.0,Questionnaire Completed,20.0,Yes,,Private,Health Center,Over 50,501-1000,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,0,0,Yes,0,0.0,0,0.0,,Yes,NO WASTE VISIBLE,0,0,0,0,0.0,0.0,0,0,Yes,0,0,0,0.0,,Yes,NO WASTE VISIBLE,,,Yes - guidelines observed,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (observed),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Yes but not observed,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1,Nigeria-2013,1.0
