fac_id,staff_id,mod1_id,m1s0q4_2,m1s2q4,m1s2q5,m1s2q6,m1s2q7,m1s2q9,m1s2q10,m1s2q10_a,m1s2q1,strate,weight_m1p,mod2_id,m2s0q1_2,m2s0q2_2,m2s0q3_2,m2s0q4_2,m2s0q7_1,m2s0q7_2,m2s0q7_3,m2s0q7_5,m2s0q7_6,m2s0q7_7,m2s0q10,m2s1q2,m2s1q3,m2s1q4,m2s1q5,m2s1q6,m2s1q7,m2s1q13,m2s1q14,m2s1q15,m2s1q16,m2s1q17,weight_m2,mod3_id,m3s0q1_2,m3s0q2_2,m3s0q3_2,m3s0q4_2,m3s0q7_1,m3s0q7_2,m3s0q7_3,m3s0q7_5,m3s0q7_6,m3s0q7_7,m3s0q8_h,m3s0q8_mn,m3s0q9_h,m3s0q9_mn,m3s1q2,m3s1q3,m3s1q3_a,weight_m3
76,3,21,9,Nurse,Femme,25-34,Oui,Non,Pas sa période de travail,,11-50,1,4.118316,21.0,62.0,1.0,3.0,9.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,2.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,65.89306,21.0,61.0,1.0,3.0,9.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,23.0,12.0,10.0,Oui,,,65.89306
76,13,21,9,Nurse,Femme,45 or older,Non,Oui,,,11-50,1,4.118316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,11,21,9,Nurse,Femme,45 or older,Non,Oui,,,11-50,1,4.118316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,12,21,9,Nurse,Femme,35-44,Non,Oui,,,11-50,1,4.118316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,9,21,9,Other,Femme,35-44,Non,Oui,,,11-50,1,4.118316,21.0,62.0,1.0,3.0,9.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,10.0,oui,Nurse,35-44,Primary,In the 1990s,0.0,Oui,0.0,Oui,1ere,65.89306,21.0,61.0,1.0,3.0,9.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,23.0,12.0,10.0,Oui,,,65.89306
76,1,21,9,Nurse,Femme,45 or older,Oui,Non,Absence approuvée,,11-50,1,4.118316,21.0,62.0,1.0,3.0,9.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,9.0,oui,Other,35-44,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,65.89306,21.0,61.0,1.0,3.0,9.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,23.0,12.0,10.0,Non,Absence approuvée,,65.89306
76,8,21,9,Other,Femme,25-34,Non,Oui,,,11-50,1,4.118316,21.0,62.0,1.0,3.0,9.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,7.0,oui,Other,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,65.89306,21.0,61.0,1.0,3.0,9.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,23.0,12.0,10.0,Oui,,,65.89306
76,5,21,9,Other,Femme,45 or older,Non,Oui,,,11-50,1,4.118316,21.0,62.0,1.0,3.0,9.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,5.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,65.89306,21.0,61.0,1.0,3.0,9.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,23.0,12.0,10.0,Oui,,,65.89306
76,0,21,9,Nurse,Femme,45 or older,Oui,Oui,,,11-50,1,4.118316,21.0,62.0,1.0,3.0,9.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,65.89306,21.0,61.0,1.0,3.0,9.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,23.0,12.0,10.0,Non,Absence approuvée,,65.89306
76,2,21,9,Nurse,Homme,25-34,Oui,Oui,,,11-50,1,4.118316,21.0,62.0,1.0,3.0,9.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,6.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,65.89306,21.0,61.0,1.0,3.0,9.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,23.0,12.0,10.0,Oui,,,65.89306
76,10,21,9,Nurse,Femme,35-44,Oui,Oui,,,11-50,1,4.118316,21.0,62.0,1.0,3.0,9.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,11.0,oui,Nurse,45 or older,Primary,Before 1990,0.0,Oui,0.0,Oui,1ere,65.89306,21.0,61.0,1.0,3.0,9.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,23.0,12.0,10.0,Non,Absence non-approuvée,,65.89306
76,15,21,9,Other,Femme,45 or older,Non,Oui,,,11-50,1,4.118316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,4,21,9,Other,Femme,45 or older,Non,Oui,,,11-50,1,4.118316,21.0,62.0,1.0,3.0,9.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,12.0,oui,Nurse,35-44,Primary,In the 1990s,0.0,Oui,0.0,Oui,1ere,65.89306,21.0,61.0,1.0,3.0,9.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,23.0,12.0,10.0,Oui,,,65.89306
76,6,21,9,Other,Femme,25-34,Non,Oui,,,11-50,1,4.118316,21.0,62.0,1.0,3.0,9.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,14.0,non,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,65.89306,21.0,61.0,1.0,3.0,9.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,23.0,12.0,10.0,Oui,,,65.89306
76,14,21,9,Nurse,Femme,45 or older,Non,Non,Pas sa période de travail,,11-50,1,4.118316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,7,21,9,Other,Femme,35-44,Oui,Oui,,,11-50,1,4.118316,21.0,62.0,1.0,3.0,9.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,8.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,65.89306,21.0,61.0,1.0,3.0,9.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,23.0,12.0,10.0,Oui,,,65.89306
77,1,129,100,Nurse,Femme,45 or older,Non,Oui,,,6-10,19,4.1722074,129.0,91.0,10.0,37.0,100.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Nurse,45 or older,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,29.205452,129.0,92.0,10.0,37.0,100.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,14.0,5.0,14.0,18.0,Oui,,,29.205452
77,3,129,100,Other,Femme,35-44,Non,Oui,,,6-10,19,4.1722074,129.0,91.0,10.0,37.0,100.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Other,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,29.205452,129.0,92.0,10.0,37.0,100.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,14.0,5.0,14.0,18.0,Oui,,,29.205452
77,4,129,100,Nurse,Femme,45 or older,Non,Oui,,,6-10,19,4.1722074,129.0,91.0,10.0,37.0,100.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,4.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,29.205452,129.0,92.0,10.0,37.0,100.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,14.0,5.0,14.0,18.0,Oui,,,29.205452
77,2,129,100,Other,Femme,35-44,Non,Oui,,,6-10,19,4.1722074,129.0,91.0,10.0,37.0,100.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Other,35-44,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,29.205452,129.0,92.0,10.0,37.0,100.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,14.0,5.0,14.0,18.0,Oui,,,29.205452
77,5,129,100,Nurse,Femme,35-44,Oui,Oui,,,6-10,19,4.1722074,129.0,91.0,10.0,37.0,100.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,5.0,oui,Nurse,35-44,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,29.205452,129.0,92.0,10.0,37.0,100.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,14.0,5.0,14.0,18.0,Oui,,,29.205452
77,0,129,100,Nurse,Femme,45 or older,Oui,Oui,,,6-10,19,4.1722074,129.0,91.0,10.0,37.0,100.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,29.205452,129.0,92.0,10.0,37.0,100.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,14.0,5.0,14.0,18.0,Oui,,,29.205452
77,6,129,100,Other,Femme,25-34,Non,Non,Congés maladie/maternité,,6-10,19,4.1722074,129.0,91.0,10.0,37.0,100.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,6.0,non,Other,25-34,Secondary,In the 1990s,,,,,2ieme,29.205452,129.0,92.0,10.0,37.0,100.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,14.0,5.0,14.0,18.0,Oui,,,29.205452
78,0,105,38,Nurse,Femme,25-34,Oui,Oui,,,5 or less,4,15.538471,105.0,91.0,2.0,6.0,38.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,60.0,Non,Ne sait pas,Non,1ere,46.615414,105.0,91.0,2.0,6.0,38.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,1.0,8.0,15.0,Oui,,,46.615414
78,1,105,38,Nurse,Femme,25-34,Non,Oui,,,5 or less,4,15.538471,105.0,91.0,2.0,6.0,38.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Nurse,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,46.615414,105.0,91.0,2.0,6.0,38.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,1.0,8.0,15.0,Oui,,,46.615414
78,2,105,38,Other,Homme,25-34,Non,Oui,,,5 or less,4,15.538471,105.0,91.0,2.0,6.0,38.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,46.615414,105.0,91.0,2.0,6.0,38.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,1.0,8.0,15.0,Oui,,,46.615414
79,2,126,103,Nurse,Femme,25-34,Oui,Oui,,,11-50,19,4.1722074,126.0,81.0,10.0,37.0,103.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,50.06649,126.0,82.0,10.0,37.0,103.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,11.0,3.0,11.0,30.0,Oui,,,50.06649
79,8,126,103,Nurse,Femme,35-44,Oui,Oui,,,11-50,19,4.1722074,126.0,81.0,10.0,37.0,103.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,8.0,oui,Nurse,35-44,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,50.06649,126.0,82.0,10.0,37.0,103.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,11.0,3.0,11.0,30.0,Oui,,,50.06649
79,11,126,103,Other,Femme,35-44,Oui,Oui,,,11-50,19,4.1722074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,5,126,103,Other,Homme,45 or older,Non,Oui,,,11-50,19,4.1722074,126.0,81.0,10.0,37.0,103.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,5.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,50.06649,126.0,82.0,10.0,37.0,103.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,11.0,3.0,11.0,30.0,Oui,,,50.06649
79,6,126,103,Other,Homme,45 or older,Non,Oui,,,11-50,19,4.1722074,126.0,81.0,10.0,37.0,103.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,6.0,oui,Other,45 or older,Primary,Before 1990,0.0,Oui,0.0,Oui,1ere,50.06649,126.0,82.0,10.0,37.0,103.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,11.0,3.0,11.0,30.0,Oui,,,50.06649
79,9,126,103,Nurse,Femme,35-44,Non,Non,Pas sa période de travail,,11-50,19,4.1722074,126.0,81.0,10.0,37.0,103.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,9.0,non,Nurse,35-44,,,,,,,1ere,50.06649,126.0,82.0,10.0,37.0,103.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,11.0,3.0,11.0,30.0,Non,Pas sa période de travail,,50.06649
79,1,126,103,Nurse,Femme,45 or older,Oui,Non,Absence approuvée,,11-50,19,4.1722074,126.0,81.0,10.0,37.0,103.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,1.0,non,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,2ieme,50.06649,126.0,82.0,10.0,37.0,103.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,11.0,3.0,11.0,30.0,Oui,,,50.06649
79,10,126,103,Nurse,Femme,45 or older,Non,Non,Pas sa période de travail,,11-50,19,4.1722074,126.0,81.0,10.0,37.0,103.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,10.0,non,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,10.0,Oui,2ieme,50.06649,126.0,82.0,10.0,37.0,103.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,11.0,3.0,11.0,30.0,Oui,,,50.06649
79,4,126,103,Nurse,Femme,25-34,Oui,Non,Pas sa période de travail,,11-50,19,4.1722074,126.0,81.0,10.0,37.0,103.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,4.0,non,Nurse,25-34,,,,,,,1ere,50.06649,126.0,82.0,10.0,37.0,103.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,11.0,3.0,11.0,30.0,Non,Pas sa période de travail,,50.06649
79,3,126,103,Nurse,Femme,25-34,Oui,Non,Pas sa période de travail,,11-50,19,4.1722074,126.0,81.0,10.0,37.0,103.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,3.0,non,Nurse,25-34,,,,,,,1ere,50.06649,126.0,82.0,10.0,37.0,103.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,11.0,3.0,11.0,30.0,Non,Pas sa période de travail,,50.06649
79,7,126,103,Other,Femme,35-44,Non,Oui,,,11-50,19,4.1722074,126.0,81.0,10.0,37.0,103.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,7.0,oui,Other,35-44,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,50.06649,126.0,82.0,10.0,37.0,103.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,11.0,3.0,11.0,30.0,Oui,,,50.06649
79,0,126,103,Nurse,Femme,45 or older,Oui,Oui,,,11-50,19,4.1722074,126.0,81.0,10.0,37.0,103.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,50.06649,126.0,82.0,10.0,37.0,103.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,11.0,3.0,11.0,30.0,Oui,,,50.06649
80,2,25,22,Other,Femme,35-44,Non,Oui,,,5 or less,1,5.420559,25.0,41.0,1.0,4.0,22.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,2.0,oui,Other,35-44,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,21.682236,25.0,41.0,1.0,4.0,22.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,10.0,0.0,10.0,45.0,Oui,,,21.682236
80,1,25,22,Other,Femme,45 or older,Non,Oui,,,5 or less,1,5.420559,25.0,41.0,1.0,4.0,22.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,3.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,21.682236,25.0,41.0,1.0,4.0,22.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,10.0,0.0,10.0,45.0,Oui,,,21.682236
80,3,25,22,Other,Homme,45 or older,Non,Oui,,,5 or less,1,5.420559,25.0,41.0,1.0,4.0,22.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,21.682236,25.0,41.0,1.0,4.0,22.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,10.0,0.0,10.0,45.0,Oui,,,21.682236
80,0,25,22,Nurse,Femme,45 or older,Oui,Oui,,,5 or less,1,5.420559,25.0,41.0,1.0,4.0,22.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,21.682236,25.0,41.0,1.0,4.0,22.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,10.0,0.0,10.0,45.0,Oui,,,21.682236
81,5,5,2,Other,Femme,35-44,Non,Oui,,,6-10,1,3.6781507,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,6.0,oui,Other,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,Oui,,,36.781506
81,4,5,2,Other,Homme,35-44,Non,Oui,,,6-10,1,3.6781507,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,5.0,oui,Other,35-44,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,Oui,,,36.781506
81,6,5,2,Other,Femme,35-44,Non,Oui,,,6-10,1,3.6781507,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,7.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,Oui,,,36.781506
81,8,5,2,Other,Femme,45 or older,Non,Oui,,,6-10,1,3.6781507,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,8.0,oui,Other,45 or older,Secondary,After 2000,3.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,Oui,,,36.781506
81,9,5,2,Other,Femme,25-34,Non,Oui,,,6-10,1,3.6781507,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,9.0,oui,Other,25-34,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,Oui,,,36.781506
81,0,5,2,Nurse,Femme,45 or older,Oui,Oui,,,6-10,1,3.6781507,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,Non,Absence non-approuvée,,36.781506
81,3,5,2,Other,Femme,45 or older,Non,Oui,,,6-10,1,3.6781507,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,4.0,oui,Other,35-44,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,Non,Absence approuvée,,36.781506
81,2,5,2,Nurse,Femme,45 or older,Non,Oui,,,6-10,1,3.6781507,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,3.0,oui,Other,45 or older,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,Oui,,,36.781506
81,1,5,2,Nurse,Femme,45 or older,Non,Oui,,,6-10,1,3.6781507,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,Oui,,,36.781506
81,7,5,2,Other,Femme,45 or older,Non,Oui,,,6-10,1,3.6781507,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,2.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,Oui,,,36.781506
82,5,122,89,Nurse,Femme,45 or older,Non,Oui,,,6-10,20,10.268479,122.0,91.0,10.0,33.0,89.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,5.0,oui,Nurse,45 or older,Primary,In the 1990s,8.0,Oui,0.0,Oui,1ere,71.87936,122.0,92.0,10.0,33.0,89.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,9.0,5.0,9.0,38.0,Oui,,,71.87936
82,3,122,89,Nurse,Femme,25-34,Oui,Oui,,,6-10,20,10.268479,122.0,91.0,10.0,33.0,89.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,71.87936,122.0,92.0,10.0,33.0,89.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,9.0,5.0,9.0,38.0,Oui,,,71.87936
82,2,122,89,Nurse,Femme,25-34,Oui,Oui,,,6-10,20,10.268479,122.0,91.0,10.0,33.0,89.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,71.87936,122.0,92.0,10.0,33.0,89.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,9.0,5.0,9.0,38.0,Oui,,,71.87936
82,0,122,89,Nurse,Homme,35-44,Oui,Oui,,,6-10,20,10.268479,122.0,91.0,10.0,33.0,89.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,35-44,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,71.87936,122.0,92.0,10.0,33.0,89.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,9.0,5.0,9.0,38.0,Oui,,,71.87936
82,4,122,89,Other,Femme,25-34,Non,Oui,,,6-10,20,10.268479,122.0,91.0,10.0,33.0,89.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,4.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,71.87936,122.0,92.0,10.0,33.0,89.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,9.0,5.0,9.0,38.0,Oui,,,71.87936
82,1,122,89,Other,Homme,35-44,Oui,Oui,,,6-10,20,10.268479,122.0,91.0,10.0,33.0,89.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Other,35-44,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,71.87936,122.0,92.0,10.0,33.0,89.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,9.0,5.0,9.0,38.0,Oui,,,71.87936
82,6,122,89,Nurse,Femme,45 or older,Non,Non,Absence non-approuvée,,6-10,20,10.268479,122.0,91.0,10.0,33.0,89.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,6.0,non,Nurse,45 or older,,,,,,,1ere,71.87936,122.0,92.0,10.0,33.0,89.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,9.0,5.0,9.0,38.0,Non,Absence non-approuvée,,71.87936
83,7,33,58,Other,Femme,25-34,Non,Oui,,,11-50,7,9.083515,33.0,62.0,4.0,15.0,58.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,7.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,99.91867,33.0,61.0,4.0,15.0,58.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,7.0,11.0,27.0,Non,Pas sa période de travail,,99.91867
83,8,33,58,Other,Femme,25-34,Non,Non,Congés maladie/maternité,,11-50,7,9.083515,33.0,62.0,4.0,15.0,58.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,8.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,99.91867,33.0,61.0,4.0,15.0,58.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,7.0,11.0,27.0,Oui,,,99.91867
