unique_id,fac_id,staff_id,mod1_id,m1s0q4_2,m1s2q4,m1s2q5,m1s2q6,m1s2q7,m1s2q9,m1s2q10,m1s2q10_a,m1s2q1,mod2_id,m2s0q1_2,m2s0q2_2,m2s0q3_2,m2s0q4_2,m2s0q7_1,m2s0q7_2,m2s0q7_3,m2s0q7_5,m2s0q7_6,m2s0q7_7,m2s0q10,m2s1q2,m2s1q3,m2s1q4,m2s1q5,m2s1q6,m2s1q7,m2s1q13,m2s1q14,m2s1q15,m2s1q16,m2s1q17,abs_wt,mod3_id,m3s0q1_2,m3s0q2_2,m3s0q3_2,m3s0q4_2,m3s0q7_1,m3s0q7_2,m3s0q7_3,m3s0q7_5,m3s0q7_6,m3s0q7_7,m3s0q8_h,m3s0q8_mn,m3s0q9_h,m3s0q9_mn,m3s1q2,m3s1q3,m3s1q3_a,has_roster,has_absentee,has_absentee2,country,absence_rate,absence_rate2
138_1,138,1,49,86,Other,Homme,25-34,Oui,Oui,,,6-10,49.0,51.0,9.0,31.0,86.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,142.00075,49.0,51.0,9.0,31.0,86.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,12.0,10.0,12.0,20.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.14285715
138_5,138,5,49,86,Other,Homme,25-34,0,Oui,,,6-10,49.0,51.0,9.0,31.0,86.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,5.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,142.00075,49.0,51.0,9.0,31.0,86.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,12.0,10.0,12.0,20.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.14285715
138_0,138,0,49,86,Nurse,0,45 or older,Oui,Oui,,,6-10,49.0,51.0,9.0,31.0,86.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,142.00075,49.0,51.0,9.0,31.0,86.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,12.0,10.0,12.0,20.0,0.0,Absence approuvée,,1,1.0,1.0,Senegal-2010,0.0,0.14285715
138_4,138,4,49,86,Other,0,45 or older,0,Oui,,,6-10,49.0,51.0,9.0,31.0,86.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,4.0,oui,Other,45 or older,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,142.00075,49.0,51.0,9.0,31.0,86.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,12.0,10.0,12.0,20.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.14285715
138_2,138,2,49,86,Other,0,45 or older,0,0,Congés maladie/maternité,,6-10,49.0,51.0,9.0,31.0,86.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,2.0,oui,Other,45 or older,Post-Secondary,Before 1990,3.0,Oui,0.0,Oui,1ere,142.00075,49.0,51.0,9.0,31.0,86.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,12.0,10.0,12.0,20.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.14285715
138_6,138,6,49,86,Nurse,0,45 or older,Oui,Oui,,,6-10,49.0,51.0,9.0,31.0,86.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,6.0,oui,Nurse,45 or older,Secondary,In the 1990s,2.0,Oui,0.0,Oui,1ere,142.00075,49.0,51.0,9.0,31.0,86.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,12.0,10.0,12.0,20.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.14285715
138_3,138,3,49,86,Nurse,0,25-34,Oui,Oui,,,6-10,49.0,51.0,9.0,31.0,86.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,3.0,oui,Nurse,25-34,Primary,Before 1990,7.0,Oui,0.0,Oui,1ere,142.00075,49.0,51.0,9.0,31.0,86.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,12.0,10.0,12.0,20.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.14285715
139_5,139,5,73,71,Other,Homme,Younger than 25,0,Oui,,,6-10,73.0,21.0,6.0,23.0,71.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,5.0,oui,Other,Younger than 25,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,31.264751,73.0,22.0,6.0,23.0,71.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,8.0,45.0,9.0,20.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
139_1,139,1,73,71,Nurse,0,25-34,Oui,Oui,,,6-10,73.0,21.0,6.0,23.0,71.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,31.264751,73.0,22.0,6.0,23.0,71.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,8.0,45.0,9.0,20.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
139_3,139,3,73,71,Other,0,35-44,0,Oui,,,6-10,73.0,21.0,6.0,23.0,71.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,3.0,oui,Other,35-44,Primary,After 2000,0.0,Oui,0.0,Oui,1ere,31.264751,73.0,22.0,6.0,23.0,71.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,8.0,45.0,9.0,20.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
139_0,139,0,73,71,Nurse,Homme,25-34,Oui,Oui,,,6-10,73.0,21.0,6.0,23.0,71.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,31.264751,73.0,22.0,6.0,23.0,71.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,8.0,45.0,9.0,20.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
139_4,139,4,73,71,Other,0,Younger than 25,0,Oui,,,6-10,73.0,21.0,6.0,23.0,71.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,4.0,oui,Other,Younger than 25,Post-Secondary,After 2000,,,,,1ere,31.264751,73.0,22.0,6.0,23.0,71.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,8.0,45.0,9.0,20.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
139_2,139,2,73,71,Nurse,0,45 or older,0,Oui,,,6-10,73.0,21.0,6.0,23.0,71.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,2.0,oui,Nurse,45 or older,Primary,In the 1990s,0.0,Oui,0.0,Oui,1ere,31.264751,73.0,22.0,6.0,23.0,71.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,8.0,45.0,9.0,20.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
14_0,14,0,100,150,Other,Homme,25-34,Oui,Oui,,,5 or less,100.0,81.0,10.0,38.0,150.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,31.572369,100.0,81.0,10.0,38.0,150.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,10.0,20.0,10.0,50.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
14_1,14,1,100,150,Nurse,0,25-34,0,Oui,,,5 or less,100.0,81.0,10.0,38.0,150.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Nurse,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,31.572369,100.0,81.0,10.0,38.0,150.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,10.0,20.0,10.0,50.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
140_6,140,6,20,8,Other,Homme,35-44,0,Oui,,,11-50,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,74.12969,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,10.0,10.0,10.0,17.0,0.0,Parti récupérer son salaire,,1,1.0,1.0,Senegal-2010,0.27272728,0.36363637
140_11,140,11,20,8,Other,0,35-44,0,Oui,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.27272728,0.36363637
140_10,140,10,20,8,Other,0,35-44,0,0,Congés maladie/maternité,,11-50,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,6.0,0.0,Other,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,2ieme,74.12969,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,10.0,10.0,10.0,17.0,0.0,Parti récupérer son salaire,,1,1.0,1.0,Senegal-2010,0.27272728,0.36363637
140_12,140,12,20,8,Other,0,35-44,0,Oui,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.27272728,0.36363637
140_4,140,4,20,8,Other,0,25-34,Oui,Oui,,,11-50,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,7.0,oui,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,74.12969,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,10.0,10.0,10.0,17.0,Oui,,,1,1.0,1.0,Senegal-2010,0.27272728,0.36363637
140_16,140,16,20,8,Other,Homme,25-34,0,Oui,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.27272728,0.36363637
140_7,140,7,20,8,Nurse,0,45 or older,0,Oui,,,11-50,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,11.0,oui,Other,35-44,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,74.12969,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,10.0,10.0,10.0,17.0,Oui,,,1,1.0,1.0,Senegal-2010,0.27272728,0.36363637
140_1,140,1,20,8,Nurse,Homme,45 or older,Oui,Oui,,,11-50,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,14.0,0.0,Nurse,45 or older,Primary,Before 1990,0.0,Oui,0.0,Oui,2ieme,74.12969,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,10.0,10.0,10.0,17.0,Oui,,,1,1.0,1.0,Senegal-2010,0.27272728,0.36363637
140_0,140,0,20,8,Nurse,0,45 or older,Oui,Oui,,,11-50,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,74.12969,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,10.0,10.0,10.0,17.0,Oui,,,1,1.0,1.0,Senegal-2010,0.27272728,0.36363637
140_14,140,14,20,8,Nurse,0,45 or older,0,0,Congés maladie/maternité,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.27272728,0.36363637
140_15,140,15,20,8,Other,0,45 or older,0,Oui,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.27272728,0.36363637
140_8,140,8,20,8,Other,0,35-44,0,Oui,,,11-50,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,4.0,oui,Other,25-34,Post-Secondary,After 2000,,,,,1ere,74.12969,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,10.0,10.0,10.0,17.0,Oui,,,1,1.0,1.0,Senegal-2010,0.27272728,0.36363637
140_2,140,2,20,8,Other,0,Younger than 25,Oui,Oui,,,11-50,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,8.0,oui,Other,35-44,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,74.12969,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,10.0,10.0,10.0,17.0,Oui,,,1,1.0,1.0,Senegal-2010,0.27272728,0.36363637
140_5,140,5,20,8,Other,0,25-34,0,Oui,,,11-50,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,16.0,oui,Other,25-34,Post-Secondary,After 2000,,,,,1ere,74.12969,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,10.0,10.0,10.0,17.0,0.0,Parti récupérer son salaire,,1,1.0,1.0,Senegal-2010,0.27272728,0.36363637
140_9,140,9,20,8,Other,0,,0,0,Absence approuvée,,11-50,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,2.0,oui,Other,Younger than 25,Post-Secondary,After 2000,,,,,1ere,74.12969,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,10.0,10.0,10.0,17.0,Oui,,,1,1.0,1.0,Senegal-2010,0.27272728,0.36363637
140_13,140,13,20,8,Other,0,45 or older,0,Oui,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.27272728,0.36363637
140_3,140,3,20,8,Other,0,35-44,Oui,Oui,,,11-50,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,10.0,0.0,Other,35-44,Secondary,After 2000,0.0,Oui,0.0,Oui,2ieme,74.12969,20.0,51.0,1.0,3.0,8.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,10.0,10.0,10.0,17.0,0.0,Congés maladie/maternité,,1,1.0,1.0,Senegal-2010,0.27272728,0.36363637
140_17,140,17,20,8,Other,0,Younger than 25,0,Oui,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.27272728,0.36363637
141_2,141,2,132,92,Other,0,25-34,0,Oui,,,6-10,132.0,92.0,10.0,37.0,92.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,88.26956,132.0,91.0,10.0,37.0,92.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,10.0,0.0,10.0,7.0,Oui,,,1,1.0,1.0,Senegal-2010,0.16666667,0.16666667
141_5,141,5,132,92,Other,0,35-44,Oui,Oui,,,6-10,132.0,92.0,10.0,37.0,92.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,Oui,5.0,oui,Other,35-44,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,88.26956,132.0,91.0,10.0,37.0,92.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,10.0,0.0,10.0,7.0,Oui,,,1,1.0,1.0,Senegal-2010,0.16666667,0.16666667
141_4,141,4,132,92,Nurse,0,45 or older,0,0,Absence approuvée,,6-10,132.0,92.0,10.0,37.0,92.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,Oui,4.0,0.0,Nurse,45 or older,,,,,,,1ere,88.26956,132.0,91.0,10.0,37.0,92.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,10.0,0.0,10.0,7.0,0.0,Absence approuvée,,1,1.0,1.0,Senegal-2010,0.16666667,0.16666667
141_3,141,3,132,92,Nurse,0,25-34,Oui,Oui,,,6-10,132.0,92.0,10.0,37.0,92.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Nurse,25-34,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,88.26956,132.0,91.0,10.0,37.0,92.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,10.0,0.0,10.0,7.0,Oui,,,1,1.0,1.0,Senegal-2010,0.16666667,0.16666667
141_1,141,1,132,92,Other,0,35-44,0,Oui,,,6-10,132.0,92.0,10.0,37.0,92.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Other,35-44,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,88.26956,132.0,91.0,10.0,37.0,92.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,10.0,0.0,10.0,7.0,Oui,,,1,1.0,1.0,Senegal-2010,0.16666667,0.16666667
141_0,141,0,132,92,Nurse,Homme,45 or older,Oui,Oui,,,6-10,132.0,92.0,10.0,37.0,92.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,88.26956,132.0,91.0,10.0,37.0,92.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,10.0,0.0,10.0,7.0,Oui,,,1,1.0,1.0,Senegal-2010,0.16666667,0.16666667
142_13,142,13,121,96,Nurse,0,35-44,Oui,Oui,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.18181819,0.27272728
142_12,142,12,121,96,Nurse,0,25-34,Oui,Oui,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.18181819,0.27272728
142_11,142,11,121,96,Nurse,0,25-34,Oui,Oui,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.18181819,0.27272728
142_15,142,15,121,96,Other,0,35-44,0,Oui,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.18181819,0.27272728
142_0,142,0,121,96,Nurse,Homme,45 or older,Oui,Oui,,,11-50,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,0.0,0.0,0.0,1ere,78.143394,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,53.0,10.0,7.0,Oui,,,1,1.0,1.0,Senegal-2010,0.18181819,0.27272728
142_9,142,9,121,96,Other,0,45 or older,Oui,Oui,,,11-50,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,9.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,78.143394,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,53.0,10.0,7.0,Oui,,,1,1.0,1.0,Senegal-2010,0.18181819,0.27272728
142_1,142,1,121,96,Nurse,Homme,25-34,Oui,Oui,,,11-50,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,6.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,78.143394,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,53.0,10.0,7.0,0.0,Parti récupérer son salaire,,1,1.0,1.0,Senegal-2010,0.18181819,0.27272728
142_3,142,3,121,96,Nurse,0,45 or older,Oui,Oui,,,11-50,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,12.0,oui,Nurse,25-34,Post-Secondary,After 2000,5.0,Oui,0.0,Oui,1ere,78.143394,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,53.0,10.0,7.0,Oui,,,1,1.0,1.0,Senegal-2010,0.18181819,0.27272728
142_5,142,5,121,96,Nurse,0,25-34,Oui,Oui,,,11-50,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,7.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,78.143394,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,53.0,10.0,7.0,0.0,Parti récupérer son salaire,,1,1.0,1.0,Senegal-2010,0.18181819,0.27272728
142_14,142,14,121,96,Other,0,35-44,0,Oui,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.18181819,0.27272728
142_7,142,7,121,96,Nurse,0,45 or older,Oui,Oui,,,11-50,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,10.0,0.0,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,2ieme,78.143394,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,53.0,10.0,7.0,Oui,,,1,1.0,1.0,Senegal-2010,0.18181819,0.27272728
142_6,142,6,121,96,Nurse,0,45 or older,Oui,Oui,,,11-50,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,11.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,78.143394,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,53.0,10.0,7.0,0.0,Congés maladie/maternité,,1,1.0,1.0,Senegal-2010,0.18181819,0.27272728
142_8,142,8,121,96,Nurse,0,45 or older,Oui,0,12.0,,11-50,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,13.0,oui,Nurse,35-44,Post-Secondary,After 2000,2.0,Oui,0.0,Oui,1ere,78.143394,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,53.0,10.0,7.0,Oui,,,1,1.0,1.0,Senegal-2010,0.18181819,0.27272728
142_4,142,4,121,96,Nurse,0,35-44,Oui,0,99.0,EN SUPERVISION,11-50,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,78.143394,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,53.0,10.0,7.0,Oui,,,1,1.0,1.0,Senegal-2010,0.18181819,0.27272728
142_2,142,2,121,96,Nurse,Homme,25-34,Oui,0,12.0,,11-50,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,5.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,78.143394,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,53.0,10.0,7.0,Oui,,,1,1.0,1.0,Senegal-2010,0.18181819,0.27272728
142_10,142,10,121,96,Other,0,45 or older,Oui,0,Absence approuvée,,11-50,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,8.0,0.0,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,2ieme,78.143394,121.0,91.0,10.0,34.0,96.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,53.0,10.0,7.0,Oui,,,1,1.0,1.0,Senegal-2010,0.18181819,0.27272728
143_1,143,1,82,64,Other,Homme,25-34,0,Oui,,,5 or less,82.0,32.0,6.0,20.0,64.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Other,25-34,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,27.706673,82.0,32.0,6.0,20.0,64.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,10.0,0.0,10.0,5.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
143_0,143,0,82,64,Nurse,Homme,25-34,Oui,Oui,,,5 or less,82.0,32.0,6.0,20.0,64.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,10.0,Oui,0.0,Oui,1ere,27.706673,82.0,32.0,6.0,20.0,64.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,10.0,0.0,10.0,5.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
144_6,144,6,10,13,Nurse,0,35-44,0,0,12.0,,6-10,10.0,82.0,1.0,3.0,13.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,6.0,oui,Nurse,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,2ieme,41.183163,10.0,81.0,1.0,3.0,13.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,10.0,15.0,11.0,20.0,Oui,,,1,1.0,1.0,Senegal-2010,0.2,0.5
144_8,144,8,10,13,Nurse,0,25-34,0,0,Congés maladie/maternité,,6-10,10.0,82.0,1.0,3.0,13.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,8.0,0.0,Nurse,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,41.183163,10.0,81.0,1.0,3.0,13.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,10.0,15.0,11.0,20.0,0.0,Congés maladie/maternité,,1,1.0,1.0,Senegal-2010,0.2,0.5
144_3,144,3,10,13,Other,Homme,,Oui,0,En formation,,6-10,10.0,82.0,1.0,3.0,13.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,3.0,0.0,Other,,,,,,,,1ere,41.183163,10.0,81.0,1.0,3.0,13.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,10.0,15.0,11.0,20.0,0.0,En formation,,1,1.0,1.0,Senegal-2010,0.2,0.5
