fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2saq6,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2saqobs,m2sbq1,m2sbq3,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,m2sbq15,m2sbq17
211,1,5 or less,5 or less,5 or less,Nurse,Primary,Certificate,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Primary,Certificate,Homme,25-34,Non,Formation/séminaire/réunion,,,,Autre (Préciser)
212,1,5 or less,5 or less,5 or less,Other,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Advanced,Homme,Younger than 25,Non,Autre (à préciser),,,,Collègue
213,1,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Diploma,Homme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
213,2,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,Femme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Diploma,Femme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
214,1,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
214,2,6-10,5 or less,5 or less,Other,Secondary,Advanced,Homme,25-34,Oui,Non,Absence non autorisée,Oui,non,,2.0,2.0,Other,Secondary,Advanced,Homme,25-34,Non,Absence non autorisée,,,,Responsable
214,3,6-10,5 or less,5 or less,Other,Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Secondary,Advanced,Homme,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
214,4,6-10,5 or less,5 or less,Other,Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,4.0,4.0,Other,Secondary,Advanced,Homme,35-44,Oui,,Sensibilisation des patients,Oui,After 2000,Individu
214,5,6-10,5 or less,5 or less,Other,Secondary,Advanced,Femme,35-44,Oui,Oui,,Oui,Oui,,5.0,5.0,Other,Secondary,Advanced,Femme,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
215,1,11-50,6-10,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,25-34,Non,Mission officielle,,,,Collègue
215,2,11-50,6-10,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,Femme,25-34,Non,Absence autorisée (permission/congé),,,,Collègue
215,3,11-50,6-10,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Secondary,Advanced,Femme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
215,4,11-50,6-10,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,4.0,4.0,Other,Secondary,Advanced,Femme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
215,5,11-50,6-10,Over 5,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Non,Maladie/maternité,Oui,non,,5.0,5.0,Other,Secondary,Advanced,Femme,Younger than 25,Oui,,Traitement de dossiers/élaboration de rapports,Oui,After 2000,Individu
215,6,11-50,6-10,Over 5,Other,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,6.0,6.0,Other,Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
216,1,5 or less,5 or less,5 or less,Nurse,Primary,Diploma,Homme,35-44,Oui,Non,Autre (à préciser),Oui,non,,1.0,1.0,Nurse,Primary,Diploma,Homme,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
216,2,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
216,3,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Femme,Younger than 25,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Secondary,Advanced,Femme,Younger than 25,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
217,1,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,35-44,Oui,Absence autorisée (permission/congé),Consultation/visite de malade,Non,After 2000,Individu
217,2,5 or less,5 or less,5 or less,Other,Secondary,Advanced,Homme,35-44,Oui,Non,Autre (à préciser),Oui,non,,2.0,2.0,Other,Secondary,Advanced,Homme,35-44,Non,Autre (à préciser),,,,Responsable
217,3,5 or less,5 or less,5 or less,Other,Primary,Certificate,Femme,Younger than 25,Oui,Non,Absence autorisée (permission/congé),Oui,non,,3.0,3.0,Other,Primary,Certificate,Femme,Younger than 25,Non,Absence autorisée (permission/congé),,,,Responsable
218,1,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
218,2,6-10,5 or less,5 or less,Nurse,Primary,Diploma,Homme,25-34,Oui,Non,Formation/séminaire/réunion,Oui,non,,2.0,2.0,Nurse,Primary,Diploma,Homme,25-34,Non,Formation/séminaire/réunion,,,,Responsable
218,3,6-10,5 or less,5 or less,Other,Primary,Certificate,Homme,Younger than 25,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Primary,Certificate,Homme,Younger than 25,Oui,,Consultation/visite de malade,Non,After 2000,Individu
219,1,6-10,5 or less,5 or less,Nurse,Secondary,,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,-9.0,Homme,25-34,Oui,,Recherche des informations/ formation,Non,After 2000,Individu
219,2,6-10,5 or less,5 or less,Nurse,Secondary,,Homme,25-34,Oui,Non,Formation/séminaire/réunion,Oui,non,,2.0,2.0,Nurse,Secondary,-9.0,Homme,25-34,Oui,,Traitement de dossiers/élaboration de rapports,Non,After 2000,Individu
219,3,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
220,1,6-10,6-10,5 or less,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Diploma,Homme,35-44,Oui,,Consultation/visite de malade,Non,After 2000,Individu
220,2,6-10,6-10,5 or less,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,Femme,25-34,Non,Formation/séminaire/réunion,,,,Responsable
220,3,6-10,6-10,5 or less,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Secondary,Advanced,Femme,25-34,Non,Absence autorisée (permission/congé),,,,Responsable
220,4,6-10,6-10,5 or less,Nurse,Secondary,Advanced,Femme,Younger than 25,Oui,Oui,,Oui,Oui,,4.0,4.0,Nurse,Secondary,Advanced,Femme,Younger than 25,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
220,5,6-10,6-10,5 or less,Nurse,Secondary,Diploma,Femme,25-34,Oui,Non,Maladie/maternité,Oui,non,,5.0,5.0,Nurse,Secondary,Diploma,Femme,25-34,Non,Maladie/maternité,,,,Responsable
220,6,6-10,6-10,5 or less,Other,Primary,Certificate,Femme,Younger than 25,Oui,Oui,,Oui,Oui,,6.0,6.0,Other,Primary,Certificate,Femme,Younger than 25,Oui,,Consultation/visite de malade,Non applicable,After 2000,Individu
221,1,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,35-44,Non,Autre (à préciser),,,,Collègue
221,2,6-10,5 or less,5 or less,Nurse,Primary,Diploma,Homme,35-44,Oui,Non,Autre (à préciser),Oui,non,,2.0,2.0,Nurse,Primary,Diploma,Homme,35-44,Non,Mission officielle,,,,Collègue
221,3,6-10,5 or less,5 or less,Other,Primary,Diploma,Femme,Younger than 25,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Primary,Diploma,Femme,Younger than 25,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
222,1,6-10,5 or less,Over 5,Nurse,Secondary,Advanced,Homme,,Oui,Non,Mission officielle,Oui,non,,1.0,1.0,Nurse,Secondary,Advanced,Homme,-9.0,Non,En grève,,,,Collègue
222,2,6-10,5 or less,Over 5,Nurse,Primary,Diploma,Homme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Primary,Diploma,Homme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
222,3,6-10,5 or less,Over 5,Other,Secondary,Advanced,Femme,,Oui,Non,Maladie/maternité,Oui,non,,3.0,3.0,Other,Secondary,Advanced,Femme,-9.0,Non,Maladie/maternité,,,,Collègue
223,1,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
223,2,6-10,5 or less,5 or less,Nurse,Primary,Diploma,Homme,25-34,Oui,Non,Absence non autorisée,Oui,non,,2.0,2.0,Nurse,Primary,Diploma,Homme,25-34,Non,Absence non autorisée,,,,Responsable
223,3,6-10,5 or less,5 or less,Other,Primary,Certificate,Femme,Younger than 25,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Primary,Diploma,Femme,Younger than 25,Oui,,Sensibilisation des patients,Non applicable,After 2000,Individu
224,1,6-10,5 or less,5 or less,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,35-44,Non,Formation/séminaire/réunion,,,,Collègue
224,2,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
224,3,6-10,5 or less,5 or less,Other,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
224,4,6-10,5 or less,5 or less,Nurse,Primary,Diploma,Femme,35-44,Oui,Oui,,Oui,Oui,,4.0,4.0,Nurse,Primary,Diploma,Femme,35-44,Oui,,Consultation/visite de malade,Non,In the 1990s,Individu
225,1,5 or less,5 or less,5 or less,Nurse,Primary,Diploma,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Primary,Diploma,Homme,35-44,Non,Formation/séminaire/réunion,,,,Collègue
225,2,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
225,3,5 or less,5 or less,5 or less,Other,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Secondary,Advanced,Femme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
226,1,11-50,6-10,Over 5,Doctor,Post-Secondary,Advanced,Femme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Doctor,Post-Secondary,Advanced,Femme,35-44,Non,Formation/séminaire/réunion,,,,Collègue
226,2,11-50,6-10,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,Homme,25-34,Oui,,Traitement de dossiers/élaboration de rapports,Oui,After 2000,Individu
226,3,11-50,6-10,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
226,4,11-50,6-10,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),Oui,non,,4.0,4.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
226,5,11-50,6-10,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,Maladie/maternité,Oui,non,,5.0,5.0,Other,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
226,6,11-50,6-10,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Oui,Oui,,6.0,6.0,Nurse,Secondary,Advanced,Femme,35-44,Non,Absence non autorisée,,,,Collègue
226,7,11-50,6-10,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,7.0,7.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
227,1,6-10,5 or less,Over 5,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,35-44,Oui,,Consultation/visite de malade,Non,After 2000,Individu
227,2,6-10,5 or less,Over 5,Nurse,Secondary,Certificate,Femme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Certificate,Femme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
227,3,6-10,5 or less,Over 5,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Secondary,Diploma,Femme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
228,1,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,45 or older,Oui,Non,Mission officielle,Oui,non,,1.0,1.0,Nurse,Post-Secondary,Advanced,Femme,45 or older,Oui,,Consultation/visite de malade,Non,In the 1990s,Individu
228,2,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,45 or older,Oui,Non,Mission officielle,Oui,non,,10.0,2.0,Nurse,Post-Secondary,Advanced,Homme,45 or older,Oui,,Traitement de dossiers/élaboration de rapports,Non,After 2000,Individu
228,3,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,Oui,,9.0,3.0,Nurse,Post-Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,Non,In the 1990s,Individu
228,4,11-50,11-50,Over 5,Other,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,4.0,4.0,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
228,5,11-50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,2.0,5.0,Other,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
228,6,11-50,11-50,Over 5,Other,Primary,Diploma,Homme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,5.0,6.0,Other,Primary,Diploma,Homme,35-44,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
228,7,11-50,11-50,Over 5,Other,Secondary,Advanced,Homme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,7.0,7.0,Other,Secondary,Advanced,Homme,35-44,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
228,8,11-50,11-50,Over 5,Other,Primary,Diploma,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,6.0,8.0,Other,Primary,Diploma,Femme,35-44,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
228,9,11-50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,Maladie/maternité,Oui,non,,3.0,9.0,Other,Secondary,Advanced,Femme,25-34,Non,Absence autorisée (permission/congé),,,,Individu
228,10,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,11.0,10.0,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
228,11,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
228,12,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,8.0,12.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
228,13,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
229,1,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,,Consultation/visite de malade,Non,After 2000,Individu
229,2,11-50,11-50,Over 5,Other,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,8.0,2.0,Other,Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
229,3,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
229,4,11-50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,Absence non autorisée,Oui,non,,3.0,4.0,Other,Secondary,Advanced,Femme,25-34,Non,Absence autorisée (permission/congé),,,,Collègue
229,5,11-50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,Absence non autorisée,Non,non,,,,,,,,,,,,,,
229,6,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
229,7,11-50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,Absence non autorisée,Oui,non,,6.0,7.0,Other,Secondary,Advanced,Femme,25-34,Non,Absence autorisée (permission/congé),,,,Collègue
229,8,11-50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
229,9,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,Maladie/maternité,Non,non,,,,,,,,,,,,,,
229,10,11-50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
229,11,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
229,12,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,Absence non autorisée,Non,non,,,,,,,,,,,,,,
229,13,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Oui,Oui,,9.0,13.0,Nurse,Secondary,Advanced,Femme,35-44,Oui,,Consultation/visite de malade,Non,After 2000,Individu
229,14,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,Maladie/maternité,Oui,non,,4.0,14.0,Doctor,Post-Secondary,Advanced,Femme,25-34,Non,Maladie/maternité,,,,Collègue
229,15,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,35-44,Oui,Oui,,Oui,non,,2.0,15.0,Nurse,Post-Secondary,Advanced,Femme,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
229,16,11-50,11-50,Over 5,Nurse,Primary,Diploma,Femme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
229,17,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,5.0,17.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
229,18,11-50,11-50,Over 5,Other,Secondary,Advanced,Homme,35-44,Non,Oui,,Non,non,,,,,,,,,,,,,,
229,19,11-50,11-50,Over 5,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Oui,,Oui,Oui,,10.0,19.0,Nurse,Secondary,Advanced,Femme,Younger than 25,Oui,,Consultation/visite de malade,Non,After 2000,Individu
229,20,11-50,11-50,Over 5,Other,Secondary,Diploma,Femme,Younger than 25,Oui,Oui,,Oui,Oui,,7.0,20.0,Other,Secondary,Advanced,Femme,Younger than 25,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
229,21,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
229,22,11-50,11-50,Over 5,Nurse,Primary,Diploma,Femme,35-44,Oui,Oui,,Oui,Oui,,11.0,22.0,Nurse,Primary,Diploma,Femme,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
230,1,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Femme,45 or older,Oui,Non,Maladie/maternité,Oui,non,,1.0,1.0,Doctor,Post-Secondary,Advanced,Femme,45 or older,Oui,,Consultation/visite de malade,Non,After 2000,Individu
230,2,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,Homme,35-44,Oui,,Consultation/visite de malade,Non,After 2000,Individu
230,3,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,3.0,Nurse,Secondary,Diploma,Femme,35-44,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
230,4,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,4.0,4.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
230,5,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
230,6,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
230,7,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
230,8,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
230,9,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
230,10,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,5.0,10.0,Nurse,Secondary,Diploma,Femme,35-44,Oui,,Consultation/visite de malade,Non,After 2000,Individu
230,11,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
230,12,11-50,11-50,Over 5,Other,,None,Femme,45 or older,Oui,Non,Maladie/maternité,Oui,non,,6.0,12.0,Other,,None,Femme,45 or older,Oui,,Consultation/visite de malade,Non,Before 1990,Individu
230,13,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
230,14,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Oui,Oui,,7.0,14.0,Nurse,Secondary,Diploma,Femme,35-44,Oui,,Consultation/visite de malade,Non,After 2000,Individu
230,15,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,45 or older,Oui,Oui,,Oui,non,,8.0,15.0,Nurse,Secondary,Diploma,Femme,45 or older,Oui,,Consultation/visite de malade,Non,Before 1990,Individu
230,16,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,11.0,16.0,Nurse,Secondary,Diploma,Femme,25-34,Non,Maladie/maternité,,,,Responsable
230,17,11-50,11-50,Over 5,Nurse,Primary,Certificate,Femme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
230,18,11-50,11-50,Over 5,Nurse,Primary,Certificate,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
230,19,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
230,20,11-50,11-50,Over 5,Nurse,Primary,Certificate,Homme,35-44,Oui,Oui,,Oui,Oui,,9.0,20.0,Nurse,Primary,Certificate,Homme,35-44,Oui,,Consultation/visite de malade,Non,In the 1990s,Individu
230,21,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
230,22,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Oui,,Oui,Oui,,10.0,22.0,Doctor,Secondary,Diploma,Femme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
230,23,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
231,1,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Femme,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Doctor,Post-Secondary,Advanced,Femme,45 or older,Oui,,Consultation/visite de malade,Non,In the 1990s,Individu
231,2,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,45 or older,Oui,Non,Formation/séminaire/réunion,Non,non,,,,,,,,,,,,,,
231,3,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
231,4,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,45 or older,Oui,Oui,,Oui,Oui,,2.0,4.0,Nurse,Primary,Diploma,Femme,45 or older,Non,"Repos de garde (pré-garde, sortie de garde)",,,,-9.0
231,5,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
231,6,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,45 or older,Oui,Non,Formation/séminaire/réunion,Non,non,,,,,,,,,,,,,,
231,7,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
231,8,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,45 or older,Oui,Oui,,Non,non,,,,,,,,,,,,,,
231,9,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Oui,Oui,,7.0,9.0,Nurse,Secondary,Advanced,Femme,35-44,Oui,,Discussion avec collègues/réunion/Staff,Non,After 2000,Individu
231,10,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
